Samp,Directory,File,State,Country,RANGE,Year,TimeBin,PCOASamp,PcoaGroups,PcoaGroupRegion,PcoaYR,SampleN,lat,lon,H_C,N_S,Heterozygosity,K2Q1S1964,K2Q2S1964,K3Q1S1964,K3Q2S1964,K3Q3S1964,K4Q1S1964,K4Q2S1964,K4Q3S1964,K4Q4S1964,MaxK3,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,NREAD,COVERAGE,AC_COVERAGE,AC_COUNT,AC_2_COVERAGE,AC_2_COUNT,LI_COVERAGE,LI_COUNT,Region,stdAC,stdLI,geno_Hb7a1,geno_Hb7a2,geno_Hb7b,geno_Hb9,geno_Hb13,PC1_TE,PC2_TE,PC3_TE,PC4_TE,PC5_TE
cg_178,/work/calicraw/Projects/HerbariumStructure/aligned/processed/spain,cg_178_CKDL210021726-1a-N703-N506_HGV7GCCX2_L1_C1.bam,NA,Spain,EUR,2018,Contemp,Spain,Spain,Spain,Spain,NA,43.362343,-8.41154,C,NA,NA,0.462030352,0.537969648,0.441434746,0.201328037,0.357237217,0.259963573,0.028255152,0.472040163,0.239741112,4.41E-01,0.000396031,0.024062749,0.081525633,-0.00707814,-0.029254729,-0.011069825,-0.001417887,0.015000336,-0.067823412,0.055499601,NA,NA,NA,NA,NA,NA,NA,NA,North,NA,NA,NA,NA,NA,NA,NA,75.20905506,-1.26792395,-0.107527151,6.043345774,-4.65861555
Munich_51_9,/work/calicraw/Projects/HerbariumMicrobes/Aligned/endogenous/GLUE/processed_bam,Munich_51_9_CKDL210014818-1a-AK6252-AK9148_HH5NHDSX2_L4_C1.bam,NA,Germany,EUR,2018,Contemp,Germany,Germany,Germany,Germany,NA,48.137154,11.576124,C,NA,NA,0.97400934,0.02599066,0.052689809,0.078071042,0.869239148,1.00E-09,0.9224026,4.15E-08,0.077597357,8.69E-01,-0.043875358,-0.004750166,-0.029805482,-0.01407806,-0.01734639,-0.023531657,-0.013594407,-0.016576605,0.014091659,-0.003426886,NA,NA,NA,NA,NA,NA,NA,NA,North,NA,NA,NA,NA,NA,NA,NA,-118.843609,-17.95981294,5.236626656,-14.28750507,-5.284496227
Munich_51_8,/work/calicraw/Projects/HerbariumMicrobes/Aligned/endogenous/GLUE/processed_bam,Munich_51_8_CKDL210000436-1a-5UDI225-AK4997_HNML5DSXY_L4_C1.bam,NA,Germany,EUR,2018,Contemp,Germany,Germany,Germany,Germany,NA,48.137154,11.576124,C,NA,NA,0.817605673,0.182394327,0.128152638,0.167131885,0.704715476,0.104333231,0.63713641,0.154966423,0.103563937,7.05E-01,-0.032174339,-0.000602877,-0.011504035,-0.015904861,-0.012546267,-0.017758136,-0.004655531,-0.030215125,0.033104208,0.014235735,NA,NA,NA,NA,NA,NA,NA,NA,North,NA,NA,NA,NA,NA,NA,NA,-35.89581987,-16.02380385,16.13713737,-10.13821874,-4.101064503
Munich_51_6,/work/calicraw/Projects/HerbariumMicrobes/Aligned/endogenous/GLUE/processed_bam,Munich_51_6_CKDL210014818-1a-AK6252-7UDI227_HH5NHDSX2_L4_C1.bam,NA,Germany,EUR,2018,Contemp,Germany,Germany,Germany,Germany,NA,48.137154,11.576124,C,NA,NA,0.9510096,0.0489904,0.020512154,0.135875443,0.843612403,0.013131737,0.922308977,7.88E-09,0.064559277,8.44E-01,-0.044853034,-0.009291573,-0.030533833,-0.02583583,-0.016430926,-0.037337197,-0.012636201,-0.026908614,0.012848022,0.017410576,NA,NA,NA,NA,NA,NA,NA,NA,North,NA,NA,NA,NA,NA,NA,NA,-48.89879134,-9.44359982,3.185657481,7.08086818,0.359252748
Munich_51_16,/work/calicraw/Projects/HerbariumMicrobes/Aligned/endogenous/GLUE/processed_bam,Munich_51_16_CKDL210000436-1a-5UDI225-AK892_HNML5DSXY_L4_C1.bam,NA,Germany,EUR,2018,Contemp,Germany,Germany,Germany,Germany,NA,48.137154,11.576124,C,NA,NA,0.923388673,0.076611327,0.034086689,0.15349984,0.812413471,0.045704626,0.840713383,0.055555286,0.058026705,8.12E-01,-0.042919921,-0.009820483,-0.0500999,-0.024302162,-0.039368907,0.052607309,-0.016909656,-0.031490168,0.021889179,0.004399142,NA,NA,NA,NA,NA,NA,NA,NA,North,NA,NA,NA,NA,NA,NA,NA,17.1419175,-12.66584074,18.80765325,-2.57836492,0.851985454
Munich_51_15,/work/calicraw/Projects/HerbariumMicrobes/Aligned/endogenous/GLUE/processed_bam,Munich_51_15_CKDL210014818-1a-AK6252-7UDI298_HH5NHDSX2_L4_C1.bam,NA,Germany,EUR,2018,Contemp,Germany,Germany,Germany,Germany,NA,48.137154,11.576124,C,NA,NA,0.967942642,0.032057358,0.092286076,0.045844719,0.861869205,4.05E-09,0.77851938,0.163742525,0.057738092,8.62E-01,-0.046226814,0.000818784,-0.014404376,-0.02156425,-0.030034209,-0.034193167,0.009537477,-0.004476434,0.023316977,-0.012577538,NA,NA,NA,NA,NA,NA,NA,NA,North,NA,NA,NA,NA,NA,NA,NA,-52.00553449,-9.330358415,12.25004764,3.265567382,-3.956691225
Munich_51_13,/work/calicraw/Projects/HerbariumMicrobes/Aligned/endogenous/GLUE/processed_bam,Munich_51_13_CKDL210000436-1a-5UDI225-AK33_HNML5DSXY_L4_C1.bam,NA,Germany,EUR,2018,Contemp,Germany,Germany,Germany,Germany,NA,48.137154,11.576124,C,NA,NA,0.850195517,0.149804483,0.061226893,0.205911738,0.732861368,0.097286392,0.79950044,1.00E-09,0.103213167,7.33E-01,-0.036452529,-0.011129081,-0.056505327,-0.037391971,-0.006695883,-0.038015236,-0.091560895,-0.082319223,0.020155324,0.06863777,NA,NA,NA,NA,NA,NA,NA,NA,North,NA,NA,NA,NA,NA,NA,NA,79.94776822,-17.23667244,4.077224645,10.37765359,2.392936649
Munich_51_10,/work/calicraw/Projects/HerbariumMicrobes/Aligned/endogenous/GLUE/processed_bam,Munich_51_10_CKDL210014818-1a-AK6252-AK8544_HH5NHDSX2_L4_C1.bam,NA,Germany,EUR,2018,Contemp,Germany,Germany,Germany,Germany,NA,48.137154,11.576124,C,NA,NA,0.872006013,0.127993987,0.049789765,0.188998103,0.761212132,0.076803791,0.830053142,1.00E-09,0.093143066,7.61E-01,-0.038291721,-0.009701963,-0.051555585,-0.019299896,-0.030597615,0.025475204,-0.019073859,-0.052232939,0.001872305,-0.003189813,NA,NA,NA,NA,NA,NA,NA,NA,North,NA,NA,NA,NA,NA,NA,NA,13.24816882,-11.62498106,10.91616561,8.703914657,1.110508062
Munich_50_7,/work/calicraw/Projects/HerbariumMicrobes/Aligned/endogenous/GLUE/processed_bam,Munich_50_7_CKDL210014818-1a-AK6252-AK4997_HH5NHDSX2_L4_C1.bam,NA,Germany,EUR,2018,Contemp,Germany,Germany,Germany,Germany,NA,48.137154,11.576124,C,NA,NA,0.800417229,0.199582771,0.186182665,0.123147087,0.690670248,0.054055253,0.635210088,0.141017097,0.169717562,6.91E-01,-0.028425952,0.005609794,-0.012633026,-0.008985345,-0.013010076,-0.030836072,-0.022152054,-0.011072457,0.010375085,-0.005533549,NA,NA,NA,NA,NA,NA,NA,NA,North,NA,NA,NA,NA,NA,NA,NA,-121.1733647,-8.816529559,1.664349289,-5.778910402,-7.552998374
Munich_50_4,/work/calicraw/Projects/HerbariumMicrobes/Aligned/endogenous/GLUE/processed_bam,Munich_50_4_CKDL210014818-1a-AK6252-7UDI243_HH5NHDSX2_L4_C1.bam,NA,Germany,EUR,2018,Contemp,Germany,Germany,Germany,Germany,NA,48.137154,11.576124,C,NA,NA,0.79390912,0.20609088,0.191789817,0.123946571,0.684263612,0.062978519,0.611862273,0.161369429,0.163789778,6.84E-01,-0.028615038,0.006194834,-0.014068493,-0.012718392,-0.017221256,-0.031532659,-0.036970939,-0.017127633,0.012417859,-0.006035996,NA,NA,NA,NA,NA,NA,NA,NA,North,NA,NA,NA,NA,NA,NA,NA,-58.02544058,-6.968803681,7.4048936,4.089757856,-5.049603563
Munich_50_3,/work/calicraw/Projects/HerbariumMicrobes/Aligned/endogenous/GLUE/processed_bam,Munich_50_3_CKDL210014818-1a-AK6252-AK892_HH5NHDSX2_L4_C1.bam,NA,Germany,EUR,2018,Contemp,Germany,Germany,Germany,Germany,NA,48.137154,11.576124,C,NA,NA,0.999999999,1.00E-09,0.045777945,0.040510032,0.913712023,1.00E-09,0.860560073,0.112015027,0.027424898,9.14E-01,-0.051981356,-0.002933395,-0.027437442,-0.018528868,-0.019325211,-0.031969223,0.004279202,-0.030645038,0.014797949,0.00113234,NA,NA,NA,NA,NA,NA,NA,NA,North,NA,NA,NA,NA,NA,NA,NA,-63.51951178,-17.26119389,13.71338159,-9.649009216,-3.515331365
Munich_50_17,/work/calicraw/Projects/HerbariumMicrobes/Aligned/endogenous/GLUE/processed_bam,Munich_50_17_CKDL210014818-1a-AK9404-AK8544_HH5NHDSX2_L4_C1.bam,NA,Germany,EUR,2018,Contemp,Germany,Germany,Germany,Germany,NA,48.137154,11.576124,C,NA,NA,0.866644886,0.133355114,0.132969702,0.111482928,0.755547369,0.043940639,0.692017844,0.15318346,0.110858057,7.56E-01,-0.035608943,0.001201058,-0.015256155,-0.020608273,-0.007020414,-0.028515549,-0.021487925,-0.015700111,0.022550023,-0.004157413,NA,NA,NA,NA,NA,NA,NA,NA,North,NA,NA,NA,NA,NA,NA,NA,-67.45492702,-10.0129164,18.44559609,-5.69980975,-6.725321043
Munich_50_16,/work/calicraw/Projects/HerbariumMicrobes/Aligned/endogenous/GLUE/processed_bam,Munich_50_16_CKDL210014818-1a-AK9404-AK9148_HH5NHDSX2_L4_C1.bam,NA,Germany,EUR,2018,Contemp,Germany,Germany,Germany,Germany,NA,48.137154,11.576124,C,NA,NA,0.762812319,0.237187681,0.267491973,0.082455014,0.650053013,0.071189394,0.435210109,0.335377776,0.158222721,6.50E-01,-0.026424857,0.014468838,0.027141881,-0.026003612,-0.006976222,0.025157815,0.007129653,0.010812062,0.005639403,-0.034752658,NA,NA,NA,NA,NA,NA,NA,NA,North,NA,NA,NA,NA,NA,NA,NA,-53.02689478,-24.22151277,11.20355203,-10.24808912,-3.821037768
Munich_50_15,/work/calicraw/Projects/HerbariumMicrobes/Aligned/endogenous/GLUE/processed_bam,Munich_50_15_CKDL210000436-1a-AK9143-7UDI227_HNML5DSXY_L4_C1.bam,NA,Germany,EUR,2018,Contemp,Germany,Germany,Germany,Germany,NA,48.137154,11.576124,C,NA,NA,0.994647652,0.005352348,1.00E-09,0.121879393,0.878120606,0.023592483,0.976407515,1.00E-09,1.00E-09,8.78E-01,-0.051182032,-0.016606005,-0.083488815,-0.036034489,-0.025010408,-0.053233709,-0.033590392,-0.071607947,0.034350518,0.029887168,NA,NA,NA,NA,NA,NA,NA,NA,North,NA,NA,NA,NA,NA,NA,NA,46.70183455,-6.263475497,10.33588853,12.37518917,2.048504091
Munich_50_14,/work/calicraw/Projects/HerbariumMicrobes/Aligned/endogenous/GLUE/processed_bam,Munich_50_14_CKDL210014818-1a-AK9404-7UDI227_HH5NHDSX2_L4_C1.bam,NA,Germany,EUR,2018,Contemp,Germany,Germany,Germany,Germany,NA,48.137154,11.576124,C,NA,NA,0.893130747,0.106869253,0.057386579,0.162290886,0.780322535,0.056244882,0.82464659,0.026383338,0.092725191,7.80E-01,-0.037441995,-0.007551109,-0.026813352,-0.014767264,-0.012767028,-0.037631834,-0.029505147,-0.027044203,0.002663992,0.00667411,NA,NA,NA,NA,NA,NA,NA,NA,North,NA,NA,NA,NA,NA,NA,NA,-69.11651017,-0.074828373,7.174098229,8.406076918,-6.852324854
Munich_50_13,/work/calicraw/Projects/HerbariumMicrobes/Aligned/endogenous/GLUE/processed_bam,Munich_50_13_CKDL210000436-1a-AK9143-AK9148_HNML5DSXY_L4_C1.bam,NA,Germany,EUR,2018,Contemp,Germany,Germany,Germany,Germany,NA,48.137154,11.576124,C,NA,NA,0.832662917,0.167337083,0.148967152,0.128548632,0.722484216,0.069827924,0.647062158,0.167228183,0.115881735,7.22E-01,-0.032612961,0.00199406,-0.010648397,-0.019907908,-0.012515235,-0.031823296,-0.011962238,-0.010775403,0.017436677,-0.020786942,NA,NA,NA,NA,NA,NA,NA,NA,North,NA,NA,NA,NA,NA,NA,NA,-5.792738129,-21.38878422,0.530541617,1.649266945,0.97815334
Munich_50_1,/work/calicraw/Projects/HerbariumMicrobes/Aligned/endogenous/GLUE/processed_bam,Munich_50_1_CKDL210014818-1a-AK9404-7UDI298_HH5NHDSX2_L4_C1.bam,NA,Germany,EUR,2018,Contemp,Germany,Germany,Germany,Germany,NA,48.137154,11.576124,C,NA,NA,0.89794441,0.10205559,0.109083897,0.098576933,0.79233917,0.032482511,0.732468299,0.145422938,0.089626252,7.92E-01,-0.039703241,-0.000142335,-0.007692374,-0.029565895,-0.006534347,-0.032914848,0.001493325,-0.017100171,0.012086759,-0.016218469,NA,NA,NA,NA,NA,NA,NA,NA,North,NA,NA,NA,NA,NA,NA,NA,-53.85608936,-12.73964049,14.60477318,-1.568350284,-2.637241892
Munich_5_18,/work/calicraw/Projects/HerbariumMicrobes/Aligned/endogenous/GLUE/processed_bam,Munich_5_18_CKDL210014818-1a-7UDI2108-AK33_HH5NHDSX2_L4_C1.bam,NA,Germany,EUR,2018,Contemp,Germany,Germany,Germany,Germany,NA,48.137154,11.576124,C,NA,NA,0.599382427,0.400617573,0.543542142,1.00E-09,0.456457857,2.54E-08,0.056591515,0.637651077,0.305757383,5.44E-01,-0.011573669,0.047798495,0.029222459,0.002278096,-0.004214902,-0.012712146,0.007282526,0.034696635,-0.006105973,0.009304838,NA,NA,NA,NA,NA,NA,NA,NA,North,NA,NA,NA,NA,NA,NA,NA,-91.57214032,-13.77241945,-3.981839155,-6.075479719,-2.424538268
Munich_5_16,/work/calicraw/Projects/HerbariumMicrobes/Aligned/endogenous/GLUE/processed_bam,Munich_5_16_CKDL210014818-1a-7UDI2108-AK4997_HH5NHDSX2_L4_C1.bam,NA,Germany,EUR,2018,Contemp,Germany,Germany,Germany,Germany,NA,48.137154,11.576124,C,NA,NA,0.604567999,0.395432001,0.485155363,0.036418799,0.478425838,0.081117359,0.083200339,0.583126435,0.252555868,4.85E-01,-0.012069876,0.039595006,0.038326681,0.003979093,-0.004797173,-0.008673685,-0.00590748,0.037419455,-0.000397952,0.023325129,NA,NA,NA,NA,NA,NA,NA,NA,North,NA,NA,NA,NA,NA,NA,NA,-61.89933124,-2.131663082,11.41854613,5.187418095,-6.984360976
Munich_5_13,/work/calicraw/Projects/HerbariumMicrobes/Aligned/endogenous/GLUE/processed_bam,Munich_5_13_CKDL210014818-1a-7UDI2108-7UDI243_HH5NHDSX2_L4_C1.bam,NA,Germany,EUR,2018,Contemp,Germany,Germany,Germany,Germany,NA,48.137154,11.576124,C,NA,NA,0.58460483,0.41539517,0.490360448,0.044225519,0.465414034,0.079589735,0.108737978,0.531517444,0.280154843,4.90E-01,-0.010880678,0.039498111,0.036266537,-0.002194933,-0.003043992,-0.00687189,-0.004532135,0.04489892,-0.013235047,0.012598784,NA,NA,NA,NA,NA,NA,NA,NA,North,NA,NA,NA,NA,NA,NA,NA,-37.28306102,-12.0027226,3.087041618,4.716747163,-5.071246737
Munich_5_12,/work/calicraw/Projects/HerbariumMicrobes/Aligned/endogenous/GLUE/processed_bam,Munich_5_12_CKDL210014818-1a-7UDI2108-AK892_HH5NHDSX2_L4_C1.bam,NA,Germany,EUR,2018,Contemp,Germany,Germany,Germany,Germany,NA,48.137154,11.576124,C,NA,NA,0.517582984,0.482417016,0.588892056,1.79E-06,0.411106156,0.04011321,0.057339607,0.53945099,0.363096193,5.89E-01,-0.005353563,0.045394946,0.027445233,0.01069414,-0.008898945,-0.014805437,-0.035648571,0.031566833,-0.010625964,0.030267765,NA,NA,NA,NA,NA,NA,NA,NA,North,NA,NA,NA,NA,NA,NA,NA,-35.70423986,0.534696844,11.7422574,6.746564393,-5.239742271
Munich_5_11,/work/calicraw/Projects/HerbariumMicrobes/Aligned/endogenous/GLUE/processed_bam,Munich_5_11_CKDL210000436-1a-AK9143-AK33_HNML5DSXY_L4_C1.bam,NA,Germany,EUR,2018,Contemp,Germany,Germany,Germany,Germany,NA,48.137154,11.576124,C,NA,NA,0.67843013,0.32156987,0.161165687,0.276547809,0.562286504,0.218760079,0.506937391,0.134371267,0.139931262,5.62E-01,-0.018462924,-0.003215199,-0.009115086,-0.011036574,-0.028254311,0.048646054,-0.035797008,0.023893152,-0.038669823,0.028785186,NA,NA,NA,NA,NA,NA,NA,NA,North,NA,NA,NA,NA,NA,NA,NA,0.351731906,-0.121716047,5.485696988,13.91263546,0.659614414
Munich_5_10,/work/calicraw/Projects/HerbariumMicrobes/Aligned/endogenous/GLUE/processed_bam,Munich_5_10_CKDL210014818-1a-7UDI2108-7UDI298_HH5NHDSX2_L4_C1.bam,NA,Germany,EUR,2018,Contemp,Germany,Germany,Germany,Germany,NA,48.137154,11.576124,C,NA,NA,0.437176744,0.562823256,0.594275859,0.061278298,0.344445842,0.097587999,0.052427647,0.440184132,0.409800222,5.94E-01,0.001888415,0.039323975,0.016291973,0.007140348,-0.011022616,-0.0140873,-0.038112794,0.027988624,-0.002948727,0.04702499,NA,NA,NA,NA,NA,NA,NA,NA,North,NA,NA,NA,NA,NA,NA,NA,-64.08011784,11.50234009,9.665077552,13.32982791,-7.67895456
Munich_5_1,/work/calicraw/Projects/HerbariumMicrobes/Aligned/endogenous/GLUE/processed_bam,Munich_5_1_CKDL210000436-1a-AK9143-AK4997_HNML5DSXY_L4_C1.bam,NA,Germany,EUR,2018,Contemp,Germany,Germany,Germany,Germany,NA,48.137154,11.576124,C,NA,NA,0.429534849,0.570465151,0.606651969,0.051417503,0.341930528,0.080581202,0.063296572,0.429234256,0.426887969,6.07E-01,0.002650966,0.04061976,0.008696074,0.006737136,-0.016775909,-0.018588935,-0.045668308,0.042146701,-0.025025812,0.020492813,NA,NA,NA,NA,NA,NA,NA,NA,North,NA,NA,NA,NA,NA,NA,NA,-54.81432231,8.983365188,-1.447555769,14.87769578,-7.620462439
Munich_49_8,/work/calicraw/Projects/HerbariumMicrobes/Aligned/endogenous/GLUE/processed_bam,Munich_49_8_CKDL210014818-1a-AK9404-AK4997_HH5NHDSX2_L4_C1.bam,NA,Germany,EUR,2018,Contemp,Germany,Germany,Germany,Germany,NA,48.137154,11.576124,C,NA,NA,0.90251661,0.09748339,0.062014683,0.147237024,0.790748293,0.050014651,0.808296641,0.06179594,0.079892768,7.91E-01,-0.038751551,-0.006438536,-0.019222468,-0.021814021,-0.011217607,-0.023768801,-0.017092221,-0.013302496,0.012757376,-0.000681559,NA,NA,NA,NA,NA,NA,NA,NA,North,NA,NA,NA,NA,NA,NA,NA,-93.08099433,-14.00276395,7.808553918,-4.908410428,-6.522020643
Munich_49_4,/work/calicraw/Projects/HerbariumMicrobes/Aligned/endogenous/GLUE/processed_bam,Munich_49_4_CKDL210014818-1a-AK9404-7UDI243_HH5NHDSX2_L4_C1.bam,NA,Germany,EUR,2018,Contemp,Germany,Germany,Germany,Germany,NA,48.137154,11.576124,C,NA,NA,0.999999999,1.00E-09,0.000504356,0.088072797,0.911422847,1.00E-09,0.968720999,1.00E-09,0.031278999,9.11E-01,-0.051080031,-0.00880631,-0.054953916,-0.011576893,-0.021272565,-0.036292777,-0.02462321,-0.042413029,0.016570849,0.025087705,NA,NA,NA,NA,NA,NA,NA,NA,North,NA,NA,NA,NA,NA,NA,NA,-54.65185392,9.816156432,4.997926158,20.58848238,-4.995399339
Munich_49_20,/work/calicraw/Projects/HerbariumMicrobes/Aligned/endogenous/GLUE/processed_bam,Munich_49_20_CKDL210014818-1a-AK7660-AK892_HH5NHDSX2_L4_C1.bam,NA,Germany,EUR,2018,Contemp,Germany,Germany,Germany,Germany,NA,48.137154,11.576124,C,NA,NA,0.882207194,0.117792806,0.058408992,0.16080387,0.780787139,0.026099528,0.857881575,1.00E-09,0.116018897,7.81E-01,-0.036375272,-0.008114247,-0.027457316,-0.009064747,-0.009843803,-0.0281085,-0.020943856,-0.009541129,0.005625249,0.011366799,NA,NA,NA,NA,NA,NA,NA,NA,North,NA,NA,NA,NA,NA,NA,NA,-116.6648873,5.529800513,-9.015784645,9.287371509,-3.440354429
Munich_49_19,/work/calicraw/Projects/HerbariumMicrobes/Aligned/endogenous/GLUE/processed_bam,Munich_49_19_CKDL210014818-1a-AK7660-7UDI298_HH5NHDSX2_L4_C1.bam,NA,Germany,EUR,2018,Contemp,Germany,Germany,Germany,Germany,NA,48.137154,11.576124,C,NA,NA,0.971636732,0.028363268,0.017737186,0.111031651,0.871231163,0.027260314,0.863360506,0.082404599,0.02697458,8.71E-01,-0.046574419,-0.008075221,-0.016855109,-0.022060469,-0.009719808,-0.027121565,0.001633996,-0.009548112,0.029572188,-0.025415521,NA,NA,NA,NA,NA,NA,NA,NA,North,NA,NA,NA,NA,NA,NA,NA,-87.86809343,-28.5917114,9.702439686,-18.91425562,-2.621955331
Munich_49_17,/work/calicraw/Projects/HerbariumMicrobes/Aligned/endogenous/GLUE/processed_bam,Munich_49_17_CKDL210014818-1a-AK7660-AK9148_HH5NHDSX2_L4_C1.bam,NA,Germany,EUR,2018,Contemp,Germany,Germany,Germany,Germany,NA,48.137154,11.576124,C,NA,NA,0.984124657,0.015875343,0.057057521,0.060067702,0.882874778,1.11E-09,0.869446023,0.077772787,0.052781189,8.83E-01,-0.047619123,-0.003105029,-0.028654833,-0.007913736,-0.017836866,-0.024210506,-0.009323169,-0.022059777,0.006594402,0.000769115,NA,NA,NA,NA,NA,NA,NA,NA,North,NA,NA,NA,NA,NA,NA,NA,-99.47797343,-8.383364058,-2.295722157,2.434087822,-4.030043411
Munich_49_12,/work/calicraw/Projects/HerbariumMicrobes/Aligned/endogenous/GLUE/processed_bam,Munich_49_12_CKDL210014818-1a-AK7660-7UDI227_HH5NHDSX2_L4_C1.bam,NA,Germany,EUR,2018,Contemp,Germany,Germany,Germany,Germany,NA,48.137154,11.576124,C,NA,NA,0.95160121,0.04839879,0.068948445,0.082584446,0.848467109,1.21E-08,0.872930456,0.035180553,0.091888979,8.48E-01,-0.043628092,-0.002894912,-0.022380142,-0.020842468,-0.011968718,-0.030939004,-0.003953951,-0.006881239,0.022372517,-0.004423851,NA,NA,NA,NA,NA,NA,NA,NA,North,NA,NA,NA,NA,NA,NA,NA,-75.72416911,-17.28701189,-0.773832292,-3.237246669,0.896878227
Munich_49_10,/work/calicraw/Projects/HerbariumMicrobes/Aligned/endogenous/GLUE/processed_bam,Munich_49_10_CKDL210014818-1a-AK9404-AK33_HH5NHDSX2_L4_C1.bam,NA,Germany,EUR,2018,Contemp,Germany,Germany,Germany,Germany,NA,48.137154,11.576124,C,NA,NA,0.83361147,0.16638853,0.028088205,0.256801986,0.715109809,0.141457489,0.786144448,1.00E-09,0.072398062,7.15E-01,-0.032532638,-0.013650827,-0.035148429,-0.016252739,-0.011478989,-0.035720344,-0.042471121,-0.023371596,0.008429664,0.004747511,NA,NA,NA,NA,NA,NA,NA,NA,North,NA,NA,NA,NA,NA,NA,NA,-78.71824518,3.342326859,11.23465668,6.771648945,-8.374409549
Munich_49_1,/work/calicraw/Projects/HerbariumMicrobes/Aligned/endogenous/GLUE/processed_bam,Munich_49_1_CKDL210014818-1a-AK9404-AK892_HH5NHDSX2_L4_C1.bam,NA,Germany,EUR,2018,Contemp,Germany,Germany,Germany,Germany,NA,48.137154,11.576124,C,NA,NA,0.999999999,1.00E-09,0.023711104,0.018344397,0.957944499,1.00E-09,0.882883677,0.117116321,1.00E-09,9.58E-01,-0.054412265,-0.002400583,-0.018537392,-0.018563158,-0.016552682,-0.028068229,0.02779777,-0.017299346,0.024207693,-0.018155906,NA,NA,NA,NA,NA,NA,NA,NA,North,NA,NA,NA,NA,NA,NA,NA,-96.26455051,-15.30840138,0.571864241,-2.745907883,-1.438583143
Munich_48_8,/work/calicraw/Projects/HerbariumMicrobes/Aligned/endogenous/GLUE/processed_bam,Munich_48_8_CKDL210000436-1a-5UDI225-7UDI243_HNML5DSXY_L4_C1.bam,NA,Germany,EUR,2018,Contemp,Germany,Germany,Germany,Germany,NA,48.137154,11.576124,C,NA,NA,0.611325442,0.388674558,0.21205165,0.289095678,0.498852672,0.241966645,0.425506309,0.150866179,0.181660867,4.99E-01,-0.012897096,0.000696374,-0.001316103,-0.02277135,-0.015063636,0.045480352,-0.083252472,-0.010788702,0.000384365,-0.014328042,NA,NA,NA,NA,NA,NA,NA,NA,North,NA,NA,NA,NA,NA,NA,NA,23.00225681,-11.2588206,14.11714258,1.346565411,-3.665867008
Munich_48_7,/work/calicraw/Projects/HerbariumMicrobes/Aligned/endogenous/GLUE/processed_bam,Munich_48_7_CKDL210014818-1a-AK7660-AK4997_HH5NHDSX2_L4_C1.bam,NA,Germany,EUR,2018,Contemp,Germany,Germany,Germany,Germany,NA,48.137154,11.576124,C,NA,NA,0.592780519,0.407219481,0.065524807,0.466039767,0.468435426,0.383258328,0.514116583,0.00187316,0.100751929,4.68E-01,-0.010057471,-0.017167021,-0.020833532,-0.00753001,-0.015524814,0.02972991,-0.054661017,0.004341459,-0.004074148,-0.006398054,NA,NA,NA,NA,NA,NA,NA,NA,North,NA,NA,NA,NA,NA,NA,NA,-51.78087927,-1.401688001,7.345668315,7.874181327,-9.060302853
Munich_48_4,/work/calicraw/Projects/HerbariumMicrobes/Aligned/endogenous/GLUE/processed_bam,Munich_48_4_CKDL210014818-1a-AK7660-7UDI243_HH5NHDSX2_L4_C1.bam,NA,Germany,EUR,2018,Contemp,Germany,Germany,Germany,Germany,NA,48.137154,11.576124,C,NA,NA,0.943799553,0.056200447,0.131268448,0.02539227,0.843339281,1.00E-09,0.810406292,0.070408135,0.119185572,8.43E-01,-0.042597683,0.003782101,-0.028683977,-0.004211238,-0.021824724,-0.032726171,-0.022380987,-0.020214241,0.01230574,0.003209491,NA,NA,NA,NA,NA,NA,NA,NA,North,NA,NA,NA,NA,NA,NA,NA,-106.9836396,-14.43174324,1.095837302,-5.568929068,-9.143656268
Munich_48_19,/work/calicraw/Projects/HerbariumMicrobes/Aligned/endogenous/GLUE/processed_bam,Munich_48_19_CKDL210000436-1a-AK9143-7UDI298_HNML5DSXY_L4_C1.bam,NA,Germany,EUR,2018,Contemp,Germany,Germany,Germany,Germany,NA,48.137154,11.576124,C,NA,NA,0.734077184,0.265922816,0.225590293,0.147285657,0.62712405,0.097815097,0.538983727,0.174444901,0.188756275,6.27E-01,-0.023841011,0.007122896,-0.006940057,-0.019048655,0.001014083,-0.024448481,-0.040966331,-0.003723819,0.032590099,-0.010670629,NA,NA,NA,NA,NA,NA,NA,NA,North,NA,NA,NA,NA,NA,NA,NA,-40.01800227,-5.241358364,13.05063409,2.919820883,-4.381066919
Munich_48_18,/work/calicraw/Projects/HerbariumMicrobes/Aligned/endogenous/GLUE/processed_bam,Munich_48_18_CKDL210014818-1a-AK7067-AK9148_HH5NHDSX2_L4_C1.bam,NA,Germany,EUR,2018,Contemp,Germany,Germany,Germany,Germany,NA,48.137154,11.576124,C,NA,NA,0.943026026,0.056973974,0.031683001,0.135551365,0.832765633,0.005857106,0.914085451,1.00E-09,0.080057442,8.33E-01,-0.042635946,-0.00935071,-0.054609844,-0.021214379,-0.027531972,-0.038083882,-0.025913794,-0.026653377,0.001298873,0.025283772,NA,NA,NA,NA,NA,NA,NA,NA,North,NA,NA,NA,NA,NA,NA,NA,-44.02281679,-0.547516312,15.89599186,5.022802562,-5.293168471
