Samp,Herbarium,CatalogNumber,State,K3Q2S1964_LD,K3Q1S1964_LD,K3Q3S1964_LD,MaxK3_LD,PC_LD1,PC_LD2,PC_LD3,PC_LD4,PC_LD5,PC_LD6,PC_LD7,PC_LD8,PC_LD9,PC_LD10,Directory,File,Country,RANGE,Year,TimeBin,PCOASamp,PcoaGroups,PcoaGroupRegion,,Region,PcoaYR,N_S,SampleN,lat,lon,H_C,N_S,Heterozygosity,K2Q1S1964,K2Q2S1964,K3Q1S1964,K3Q2S1964,K3Q3S1964,K4Q1S1964,K4Q2S1964,K4Q3S1964,K4Q4S1964,MaxK3,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,NREAD,COVERAGE,AC_COVERAGE,AC_COUNT,AC_2_COVERAGE,AC_2_COUNT,LI_COVERAGE,LI_COUNT,Region,stdAC,stdLI,geno_Hb7a1,geno_Hb7a2,geno_Hb7b,geno_Hb9,geno_Hb13,PC1_TE,PC2_TE,PC3_TE,PC4_TE,PC5_TE
TRH4_63,WVA,WVA_105309,WV,0.999999998,0.000000001,0.000000001,0.999999998,0.03329449,-0.041022803,-0.003364057,0.01079544,5.05E-06,0.020421022,-0.011006773,-0.015604498,0.00901152,-0.017887879,/work/calicraw/Projects/HerbariumStructure/aligned/processed/herbarium,TRH4_63_CKDL230035585-1A_22FCV5LT3_L4_C1.bam,USA,NAM,1907,1878-1917,1907_TRH4_63,1878-1917,1878-1917_NA,1907_NA,Middle,1907_Middle,M,21,39.63028389,-80.04654416,H,NA,0.001849956,0.071426963,0.928573037,0.000383109,0.99961689,1.00E-09,0.995691016,1.00E-09,4.18E-06,0.004304806,1,0.0332148,-0.039685716,-0.003297261,0.012198295,5.92E-05,-0.019106634,0.013839572,0.012797352,-0.011266475,-0.020064828,10911968,0,0,0,0,0,21.3337,28,Middle,0,2.57E-06,0,0,0,0,0,-71.42074591,34.97960527,-18.53939183,-1.109222721,-6.109539383
TRH4_65,WVA,WVA_136207,WV,0.999999998,0.000000001,0.000000001,0.999999998,0.031754774,-0.041625499,-0.004835355,0.013402144,-0.008712647,0.019882105,-0.004960868,-0.014671748,-0.00135815,-0.001512373,/work/calicraw/Projects/HerbariumStructure/aligned/processed/herbarium,TRH4_65_CKDL230035585-1A_22FCV5LT3_L4_C1.bam,USA,NAM,1977,1958-1997,1977_TRH4_65,1958-1997,1958-1997_NA,1977_NA,Middle,1977_Middle,M,301,39.56043315,-78.25773171,H,NA,0.002672213,0.112238971,0.887761029,1.25E-07,0.999999874,1.00E-09,0.999927398,1.00E-09,2.18E-08,7.26E-05,1,0.032296502,-0.041155995,-0.004547983,0.015247349,-0.006619925,-0.016412524,0.017783659,0.007746484,0.008579691,0.00115565,18933937,0,84.7264,58,61.7559,66,5.8088,12,Middle,3.06E-06,6.34E-07,0,0,0.5,0,0,-51.34650115,41.48360552,-1.290424838,-3.531916885,-5.137800366
TRHS101,IL,IL_40309,IL,0.929682527,0.020155192,0.050162281,0.929682527,0.028302997,-0.037784794,0.009610856,0.012094633,-0.000760388,0.005458259,-0.016527392,0.011242232,-0.017452199,0.011503808,/work/calicraw/Projects/HerbariumStructure/aligned/processed/herbarium,TRHS101_CKDL230018650-1A_225KJTLT3_L2_C1.bam,USA,NAM,1949,1918-1957,1949_TRHS101,1918-1957,1918-1957_NA,1949_NA,Middle,1949_Middle,M,121,39.98790526,-91.18849214,H,NA,0.003203496,0.17094554,0.82905446,0.014648539,0.937502974,0.047848488,0.944423439,5.05E-07,0.055555584,2.05E-05,0.938,0.027955748,-0.038168592,0.008458309,0.011668878,0.002070212,-0.015550306,-0.00213874,-0.018254527,0.023283722,0.016592329,25958704,0,0,0,0,0,4.79291,2,Middle,0,7.70E-08,0,0,0.5,0,0,67.08268426,6.922454358,5.654197136,-5.76501408,-1.578175527
TRHS103,IL,IL_187494,IL,0.236851064,0.477414602,0.285734334,0.477414602,0.006834185,0.02295872,-0.0019787,0.016592701,-0.110022108,-0.065415858,0.059228464,0.026645555,-0.016049428,0.011160784,/work/calicraw/Projects/HerbariumStructure/aligned/processed/herbarium,TRHS103_CKDL230018650-1A_225KJTLT3_L2_C1.bam,USA,NAM,1979,1958-1997,1979_TRHS103,1958-1997,1958-1997_NA,1979_NA,Middle,1979_Middle,M,289,38.82971226,-89.90499843,H,NA,0.003091114,0.36755447,0.63244553,0.475406542,0.244780517,0.279812941,0.249587283,0.111573604,0.257685748,0.381153364,0.475,0.007441927,0.022422767,-0.00276582,0.014810671,-0.119650908,0.062379547,-0.039289235,-0.009513694,0.007324613,-0.00852206,23514403,0,80.0962,31,53.5779,35,10.9664,8,Middle,1.32E-06,3.40E-07,0,0.5,0,0.5,0,82.50383401,-6.196762883,-1.075854287,-1.757416911,-4.64750141
TRHS117,PH,PH_00472037,NJ,0.984844567,0.015155432,0.000000001,0.984844567,0.039605324,-0.03643879,-0.010351434,0.015367968,-7.70E-05,0.028104031,-0.024707719,-0.017170486,0.014842402,-0.026652898,/work/calicraw/Projects/HerbariumStructure/aligned/processed/herbarium,TRHS117_CKDL230018650-1A_225KJTLT3_L2_C1.bam,USA,NAM,1883,1878-1917,1883_TRHS117,1878-1917,1878-1917_NA,1883_NA,Middle,1883_Middle,M,25,39.8777173,-74.66806741,H,NA,0.002317995,1.15E-06,0.999998855,0.020545265,0.979454734,1.00E-09,0.966404553,1.00E-09,1.00E-09,0.033595445,0.979,0.039285098,-0.035224123,-0.010559896,0.016275259,0.000455148,-0.033673866,0.013874564,0.014260913,-0.015914429,-0.028980106,24679128,0,34.997,30,33.3734,23,5.41808,8,Middle,1.22E-06,3.24E-07,0,0,0,0,0,-11.85117501,34.19068898,-3.785773804,-2.016796715,4.709853044
TRHS118,PH,PH_00472039,NJ,0.967302984,0.032697015,0.000000001,0.967302984,0.039214329,-0.034582007,-0.010134434,0.009342642,-0.00137822,0.022825283,-0.018591033,-0.015987195,0.015605523,-0.016826998,/work/calicraw/Projects/HerbariumStructure/aligned/processed/herbarium,TRHS118_CKDL230018650-1A_225KJTLT3_L2_C1.bam,USA,NAM,1903,1878-1917,1903_TRHS118,1878-1917,1878-1917_NA,1903_NA,Middle,1903_Middle,M,24,39.80353924,-74.95975436,H,NA,0.002176596,4.55E-05,0.999954513,0.041566704,0.958433295,1.00E-09,0.941723166,1.00E-09,1.00E-09,0.058276832,0.958,0.038934935,-0.033706623,-0.010482488,0.010977787,-0.001592398,-0.026943169,0.013646372,0.014107556,-0.015894066,-0.018733447,17618260,0,44.8587,40,27.1197,20,5.20969,4,Middle,2.27E-06,2.27E-07,0,0,0,0,0,-38.24912156,37.11023677,-5.299832736,1.548435579,2.821088973
TRHS119,PH,PH_00472041,NJ,0.994476556,0.005523443,0.000000001,0.994476556,0.036608824,-0.03796398,-0.005545627,0.01435438,-0.005806963,0.019693323,-0.018687008,-0.015090274,0.002406798,-0.02091095,/work/calicraw/Projects/HerbariumStructure/aligned/processed/herbarium,TRHS119_CKDL230018650-1A_225KJTLT3_L2_C1.bam,USA,NAM,1892,1878-1917,1892_TRHS119,1878-1917,1878-1917_NA,1892_NA,Middle,1892_Middle,M,23,39.80353924,-74.95975436,H,NA,0.001692507,0.040850891,0.959149109,0.006308354,0.993691645,1.00E-09,0.985264638,1.00E-09,1.00E-09,0.01473536,0.994,0.036349038,-0.038115457,-0.005635057,0.014343937,-0.004777874,-0.023246941,0.010928319,0.008940493,-0.004641878,-0.016944308,11049151,0,17.7992,10,18.0397,12,2.50065,2,Middle,9.05E-07,1.81E-07,0,0,0,0,0,-63.54252892,27.33670317,-12.01941524,-3.779726843,1.685835289
TRHS126,IL,IL_23829,IL,0.526675493,0.473324506,0.000000001,0.526675493,0.035814761,0.010889573,-0.006923257,-0.003595851,0.014654242,0.008431118,-0.019048783,-0.014091088,-7.20E-06,-0.001892428,/work/calicraw/Projects/HerbariumStructure/aligned/processed/herbarium,TRHS126_CKDL230018650-1A_225KJTLT3_L2_C1.bam,USA,NAM,1947,1918-1957,1947_TRHS126,1918-1957,1918-1957_NA,1947_NA,Middle,1947_Middle,M,120,39.97354672,-90.24737505,H,NA,0.003211429,0.067194451,0.932805549,0.479355183,0.520644811,6.07E-09,0.498086101,1.00E-09,0.02404847,0.477865428,0.521,0.035359549,0.011137601,-0.00836734,-0.003220237,0.015524221,-0.021667781,-0.002164078,0.011794016,-0.003415627,-0.014425337,21931835,0,38.2441,18,47.8653,24,8.30946,7,Middle,8.21E-07,3.19E-07,0,0,0,0,0,47.56192399,13.95108018,8.504840637,-3.706727382,-2.545138687
TRHS130,PH,PH_00472047,NJ,0.798284739,0.057649056,0.144066205,0.798284739,0.018666582,-0.030446642,-0.010354294,0.002993297,-0.013079486,-0.014057312,0.056641639,0.026289406,-0.01111783,-0.039164996,/work/calicraw/Projects/HerbariumStructure/aligned/processed/herbarium,TRHS130_CKDL230018650-1A_225KJTLT3_L2_C1.bam,USA,NAM,1927,1918-1957,1927_TRHS130,1918-1957,1918-1957_NA,1927_NA,Middle,1927_Middle,M,114,39.80353924,-74.95975436,H,NA,0.00303161,0.270614538,0.729385462,0.055866436,0.803618331,0.140515233,0.76465527,0.162349189,5.10E-05,0.072944498,0.804,0.01856483,-0.031112518,-0.012093002,0.000825623,-0.02212086,0.061962786,0.005487829,-0.023512272,-0.003472569,-0.032143374,21536223,0,40.6494,24,30.7276,12,25.5796,44,Middle,1.11E-06,2.04E-06,0,0.5,0,0,0,26.4042176,21.21714147,6.406904605,-6.553942457,3.664766679
TRHS132,PH,PH_00472042,NJ,0.90943457,0.032563691,0.058001739,0.90943457,0.027865437,-0.036167205,0.029767472,0.016473283,0.001658949,0.010529797,-0.028637468,-0.000997481,-0.00770484,-0.006260884,/work/calicraw/Projects/HerbariumStructure/aligned/processed/herbarium,TRHS132_CKDL230018650-1A_225KJTLT3_L2_C1.bam,USA,NAM,1921,1918-1957,1921_TRHS132,1918-1957,1918-1957_NA,1921_NA,Middle,1921_Middle,M,113,39.80353924,-74.95975436,H,NA,0.003038531,0.184084358,0.815915642,0.028564255,0.91210609,0.059329655,0.910694513,1.00E-09,0.089305485,1.00E-09,0.912,0.027212311,-0.036997177,0.028822647,0.017547854,0.006283308,-0.0303116,-0.0077777,-0.001842097,-0.007644865,-0.034675755,20705202,0,0,0,0,0,4.92316,6,Middle,0,2.90E-07,0,0,0,0,0,69.81578,-0.823717812,1.390285922,-5.007154816,-2.609316202
TRHS133,PH,PH_00472036,NJ,0.972724896,0.010440287,0.016834817,0.972724896,0.032233601,-0.039828617,-0.00200258,0.017824046,0.005965015,0.016313868,-0.028993782,-0.010470908,0.00416468,-0.027558815,/work/calicraw/Projects/HerbariumStructure/aligned/processed/herbarium,TRHS133_CKDL230018650-1A_225KJTLT3_L2_C1.bam,USA,NAM,1946,1918-1957,1946_TRHS133,1918-1957,1918-1957_NA,1946_NA,Middle,1946_Middle,M,116,39.8777173,-74.66806741,H,NA,0.003197162,0.121592379,0.878407621,0.008184895,0.97708554,0.014729565,0.974970637,1.00E-09,0.018020413,0.007008949,0.977,0.0319518,-0.039858905,-0.002785146,0.018844519,0.003292854,-0.031740906,-0.001294539,0.006048205,-0.019670268,-0.045297322,25955104,0,74.564,58,68.7312,62,8.75228,12,Middle,2.23E-06,4.62E-07,0,0,0,0,0,52.80554748,13.91692567,1.594642639,-2.787436591,4.689672614
TRHS142,IL,IL_23840,IL,0.805289246,0.050857264,0.14385349,0.805289246,0.019551242,-0.031005096,0.006197829,0.015402757,-0.009568352,-0.00402972,-0.006398473,-0.002282301,-0.026714597,0.001310001,/work/calicraw/Projects/HerbariumStructure/aligned/processed/herbarium,TRHS142_CKDL230018650-1A_225KJTLT3_L2_C1.bam,USA,NAM,1947,1918-1957,1947_TRHS142,1918-1957,1918-1957_NA,1947_NA,Middle,1947_Middle,M,109,39.54583175,-89.27725431,H,NA,0.00337539,0.262585095,0.737414905,0.048273585,0.812347738,0.139378676,0.805033889,0.090799636,0.075818702,0.028347773,0.812,0.019598377,-0.031458059,0.006619192,0.016207073,-0.009374057,-0.01027202,-0.00885793,-0.006488659,0.023248624,-0.011438508,22821086,0,0,0,0,0,5.88695,4,Middle,0,1.75E-07,0,0,0,0.5,0,66.19392606,3.781517346,4.868044431,-5.189999911,-2.41501923
TRHS143,IL,IL_174533,IL,0.857454549,0.000000001,0.14254545,0.857454549,0.020510565,-0.03898196,0.03466097,0.005823831,0.024085526,0.022064185,0.013522795,0.007282829,-0.058778755,0.047057046,/work/calicraw/Projects/HerbariumStructure/aligned/processed/herbarium,TRHS143_CKDL230018650-1A_225KJTLT3_L2_C1.bam,USA,NAM,1984,1958-1997,1984_TRHS143,1958-1997,1958-1997_NA,1984_NA,Middle,1984_Middle,M,272,37.73025292,-88.92992445,H,NA,0.003036718,0.27086794,0.72913206,1.00E-09,0.863256553,0.136743446,0.848734158,0.055941164,0.095324677,1.00E-09,0.863,0.020819785,-0.039272716,0.03581919,0.006681393,0.0302343,0.00657968,0.026172804,-0.019779534,0.067954468,0.030900574,19108604,0,0,0,0,0,9.50768,10,Middle,0,5.23E-07,0,0,0.5,0,0,77.74133306,-10.03420735,-2.277535617,-3.973033843,-1.898715044
TRHS148,IL,IL_33649,IL,0.908377168,0.000737205,0.090885627,0.908377168,0.025184959,-0.038635946,0.010983496,0.006916424,-0.003381256,0.013074675,-0.019122549,-0.008842346,-0.001921383,-0.008303105,/work/calicraw/Projects/HerbariumStructure/aligned/processed/herbarium,TRHS148_CKDL230018651-1A_225KJTLT3_L3_C1.bam,USA,NAM,1948,1918-1957,1948_TRHS148,1918-1957,1918-1957_NA,1948_NA,Middle,1948_Middle,M,112,39.76945477,-88.2173347,H,NA,0.002965465,0.212911647,0.787088353,0.007756534,0.905991523,0.086251943,0.897544214,0.058847053,0.043608732,1.00E-09,0.906,0.024793223,-0.038171807,0.011100354,0.007601458,-0.002509197,-0.024640535,0.000653031,0.00681107,-0.011893615,-0.025410243,20687719,0,77.7511,46,72.5797,41,2.73509,4,Middle,2.22E-06,1.93E-07,0,0,0,0,0,62.58202883,1.691522049,2.309036875,-3.207686312,-4.66965614
TRHS149,IL,IL_148021,IL,0.893458805,0.000000001,0.106541194,0.893458805,0.021801176,-0.039007943,0.016005237,0.008419104,0.008005453,0.016370125,0.000199821,-0.013071808,-0.011253179,0.003329206,/work/calicraw/Projects/HerbariumStructure/aligned/processed/herbarium,TRHS149_CKDL230018651-1A_225KJTLT3_L3_C1.bam,USA,NAM,1972,1958-1997,1972_TRHS149,1958-1997,1958-1997_NA,1972_NA,Middle,1972_Middle,M,303,39.86000279,-88.96155193,H,NA,0.001956995,0.241855146,0.758144854,1.49E-09,0.890275428,0.109724571,0.878667436,0.04512413,0.076208432,1.00E-09,0.89,0.021130943,-0.039937462,0.015538787,0.008346182,0.008989248,-0.007345058,0.016075576,0.00860962,0.019388675,0.007574051,9873283,0,0,0,0,0,10.4194,12,Middle,0,1.22E-06,0,0,0.5,0.5,0,-9.251525498,1.25347344,-2.823659797,-7.69617357,-12.15727952
TRHS150,IL,IL_106848,IL,0.020583576,0.979416423,0.000000001,0.979416423,0.04210908,0.060139344,-0.021419898,-0.011407283,0.005781066,0.015966431,0.005293783,0.002126695,0.005447205,-0.012300192,/work/calicraw/Projects/HerbariumStructure/aligned/processed/herbarium,TRHS150_CKDL230018651-1A_225KJTLT3_L3_C1.bam,USA,NAM,1941,1918-1957,1941_TRHS150,1918-1957,1918-1957_NA,1941_NA,Middle,1941_Middle,M,96,37.47127162,-89.2551274,H,NA,0.001680427,1.00E-09,0.999999999,0.981488313,0.018511686,1.00E-09,1.00E-09,1.00E-09,1.00E-09,0.999999997,0.981,0.042834205,0.059045981,-0.022332727,-0.011376036,0.005534802,0.000150522,0.015046981,-0.003233511,-0.007206168,-0.01168687,12501614,0,17.7992,12,12.6879,12,15.0821,18,Middle,9.60E-07,1.44E-06,0,0.5,0,0,0,-92.68359191,39.3911891,-21.44679668,4.060292778,-1.567197386
TRHS156,PH,PH_07_09_1940,TN,0.99197538,0.008024619,0.000000001,0.99197538,0.035580648,-0.037378541,-0.014448866,0.014975569,-0.006278778,0.029734048,-0.009838986,-0.012215681,0.023226026,-0.014414009,/work/calicraw/Projects/HerbariumStructure/aligned/processed/herbarium,TRHS156_CKDL230018651-1A_225KJTLT3_L3_C1.bam,USA,NAM,1940,1918-1957,1940_TRHS156,1918-1957,1918-1957_NA,1940_NA,Middle,1940_Middle,M,87,35.2021509,-87.03477737,H,NA,0.002579912,0.070952974,0.929047026,0.004220853,0.995779146,1.00E-09,0.977302972,1.00E-09,1.00E-09,0.022697026,0.996,0.03585941,-0.037655679,-0.014968647,0.014994149,-0.003261057,-0.022641296,0.025186595,0.010466294,-0.013696326,-0.001501967,16621372,0,0,0,1.14251,2,1.53686,4,Middle,0,2.41E-07,0,0,0.5,0,0,-15.1285311,31.99951964,-0.346593368,-6.584496564,-0.579765289
TRHS158,PH,PH_00471535,MD,0.93207674,0.000000001,0.067923259,0.93207674,0.025237527,-0.04276824,-0.006410416,0.010466398,0.010328406,0.011658107,-0.004192746,-0.009434222,0.017812469,0.010313665,/work/calicraw/Projects/HerbariumStructure/aligned/processed/herbarium,TRHS158_CKDL230018651-1A_225KJTLT3_L3_C1.bam,USA,NAM,1939,1918-1957,1939_TRHS158,1918-1957,1918-1957_NA,1939_NA,Middle,1939_Middle,M,110,39.56242025,-75.94810697,H,NA,0.002792193,0.199440856,0.800559144,1.00E-09,0.93400445,0.065995549,0.916478293,0.083521705,1.00E-09,1.00E-09,0.934,0.024941434,-0.043989514,-0.005774359,0.009985459,0.010955189,-0.011123302,0.012823031,0.007066192,-0.005207128,0.018906211,19971416,0,1.14251,2,0,0,10.9143,12,Middle,1.00E-07,6.01E-07,0,0,0.5,0,0,23.52009088,20.04982036,4.509095162,-5.966662091,-1.662234816
TRHS161,IL,IL_263839,IL,0.445301145,0.453906941,0.100791915,0.453906941,0.023758586,0.013331501,-0.020143016,0.013084166,-0.05793003,-0.00215157,-0.027815917,0.012697836,0.020571321,0.034006222,/work/calicraw/Projects/HerbariumStructure/aligned/processed/herbarium,TRHS161_CKDL230018651-1A_225KJTLT3_L3_C1.bam,USA,NAM,1981,1958-1997,1981_TRHS161,1958-1997,1958-1997_NA,1981_NA,Middle,1981_Middle,M,275,38.0837368,-89.36702108,H,NA,0.003270744,0.179879729,0.820120271,0.463382357,0.438648385,0.097969258,0.425980294,0.042040653,0.101982574,0.429996479,0.463,0.023970271,0.01401332,-0.02100691,0.013352009,-0.052415615,-0.037315376,-0.014718464,-0.012082101,-0.022672478,0.028419672,25372466,0,0,0,0,0,20.3438,26,Middle,0,1.02E-06,0,0,0,0.5,0,62.57117338,9.561781829,8.669672961,-5.659931489,-2.709331883
TRHS162,IL,IL_170628,IL,0.644716092,0.269306549,0.08597736,0.644716092,0.026254043,-0.007359247,-0.006605779,0.011032554,-0.012168129,0.00982107,-0.011533093,-0.018224453,0.018213017,-0.005065567,/work/calicraw/Projects/HerbariumStructure/aligned/processed/herbarium,TRHS162_CKDL230018651-1A_225KJTLT3_L3_C1.bam,USA,NAM,1985,1958-1997,1985_TRHS162,1958-1997,1958-1997_NA,1985_NA,Middle,1985_Middle,M,268,37.4127562,-88.56162011,H,NA,0.001740892,0.174245022,0.825754978,0.27901425,0.639767278,0.081218472,0.640626243,3.48E-05,0.131587057,0.227751924,0.64,0.02652409,-0.006378304,-0.00589751,0.011222909,-0.010017711,-0.017773342,0.010492311,0.019081943,-0.006314979,0.009763114,10241347,0,0,0,2.28503,4,7.50195,8,Middle,0,7.81E-07,0,0,0.5,0.5,0,-25.33889074,11.74581403,-6.303553152,-3.506130226,-7.45375555
TRHS163,IL,IL_5773,IL,0.943724219,0.032511337,0.023764444,0.943724219,0.030889246,-0.036500403,0.001120671,0.021072136,0.006543812,0.016990856,-0.008363436,-0.007165431,-0.01033917,-0.001969767,/work/calicraw/Projects/HerbariumStructure/aligned/processed/herbarium,TRHS163_CKDL230018651-1A_225KJTLT3_L3_C1.bam,USA,NAM,1930,1918-1957,1930_TRHS163,1918-1957,1918-1957_NA,1930_NA,Middle,1930_Middle,M,95,37.22298043,-89.12659525,H,NA,0.003475362,0.142815743,0.857184257,0.027733522,0.94679702,0.025469458,0.945486725,4.10E-09,0.034298137,0.020215134,0.947,0.030568792,-0.03684171,0.001663456,0.021016499,0.005841125,-0.015658698,0.01380841,0.000480007,0.015100219,0.001358845,22887948,0,0,0,0,0,6.92889,8,Middle,0,3.50E-07,0,0,0.5,0,0,51.11247751,15.93028265,6.07244431,-5.094543165,-0.041843938
TRHS165,IL,IL_123426,IL,0.128200257,0.639712658,0.232087084,0.639712658,0.010764646,0.039200986,-0.003324343,0.028443948,-0.143815511,-0.061811299,0.034463594,0.018988304,0.016186784,-0.00650479,/work/calicraw/Projects/HerbariumStructure/aligned/processed/herbarium,TRHS165_CKDL230018651-1A_225KJTLT3_L3_C1.bam,USA,NAM,1964,1958-1997,1964_TRHS165,1958-1997,1958-1997_NA,1964_NA,Middle,1964_Middle,M,287,38.47032103,-89.92839902,H,NA,0.002972283,0.308714437,0.691285563,0.639892472,0.123540789,0.23656674,0.144848474,0.024068896,0.331588827,0.499493803,0.64,0.010720407,0.039627671,-0.005246149,0.026030969,-0.147718679,0.035047749,-0.042076203,0.001084033,-0.021608879,-0.003257999,20111239,0,58.9296,22,60.7937,24,44.8815,59,Middle,1.09E-06,2.93E-06,0,0.5,0,0.5,0.5,55.44213122,5.453976233,6.608519057,-3.632220682,-7.036679448
TRHS166,IL,IL_118647,IL,0.377276245,0.513472544,0.109251211,0.513472544,0.022430021,0.020345075,-0.010212172,0.020634576,-0.060381413,-0.01360585,-0.020605388,-0.012046884,0.022508508,-0.0029214,/work/calicraw/Projects/HerbariumStructure/aligned/processed/herbarium,TRHS166_CKDL230018651-1A_225KJTLT3_L3_C1.bam,USA,NAM,1958,1958-1997,1958_TRHS166,1958-1997,1958-1997_NA,1958_NA,Middle,1958_Middle,M,285,38.47032103,-89.92839902,H,NA,0.002764691,0.199264783,0.800735217,0.506289625,0.37326382,0.120446554,0.380256111,7.01E-07,0.206277269,0.413465919,0.506,0.021447767,0.01955352,-0.010864911,0.020622063,-0.058986584,-0.027805589,-0.018545564,0.015705228,-0.020104491,0.001596254,18934542,0,40.2886,24,30.7877,23,10.8101,10,Middle,1.27E-06,5.28E-07,0,0,0,0.5,0,22.00101854,19.97827468,1.018784078,-2.285295483,-4.909831846
TRHS167,IL,IL_118642,IL,0.810472939,0.094742165,0.094784896,0.810472939,0.02442867,-0.027709164,0.005791105,0.015370877,0.004035156,0.020658296,-0.020655703,-0.02052312,-0.007072213,-0.008808257,/work/calicraw/Projects/HerbariumStructure/aligned/processed/herbarium,TRHS167_CKDL230018651-1A_225KJTLT3_L3_C1.bam,USA,NAM,1957,1918-1957,1957_TRHS167,1918-1957,1918-1957_NA,1957_NA,Middle,1957_Middle,M,100,38.47032103,-89.92839902,H,NA,0.002912616,0.212354139,0.787645861,0.091617763,0.813468327,0.09491391,0.815271613,0.033646168,0.088938409,0.06214381,0.813,0.02393677,-0.027905969,0.007186793,0.016325988,0.006893661,-0.028440038,0.006840845,0.014259882,-0.000739971,-0.026903947,20146296,0,47.8653,30,40.2886,32,16.2803,14,Middle,1.49E-06,6.95E-07,0,0,0,0,0,55.52264026,6.240014402,3.930619075,-4.894262745,-1.851294715
TRHS174,NCU,NCU_572455,NC,0.491094687,0.464405657,0.044499656,0.491094687,0.030353351,0.011961299,-0.029843584,0.000364961,-0.012761726,0.015028732,-0.012819997,-0.001117346,0.032809114,-0.007432922,/work/calicraw/Projects/HerbariumStructure/aligned/processed/herbarium,TRHS174_CKDL230018651-1A_225KJTLT3_L3_C1.bam,USA,NAM,1973,1958-1997,1973_TRHS174,1958-1997,1958-1997_NA,1973_NA,Middle,1973_Middle,M,264,36.4344247,-81.5005212,H,NA,0.002687544,0.119584627,0.880415373,0.458648336,0.49203789,0.049313774,0.436165391,0.078477994,1.00E-09,0.485356615,0.492,0.03020621,0.011472203,-0.03014579,-0.00017676,-0.012417424,-0.019667222,0.00764002,0.004702892,-0.033112122,-0.00664922,22543183,0,0,0,0,0,13.5191,22,Middle,0,9.76E-07,0,0,0,0.5,0.5,5.754709272,30.9081723,1.81505035,-2.754393998,-4.730930433
TRHS175,NCU,NCU_500569,NC,0.914066919,4.36E-08,0.085933038,0.914066919,0.026411165,-0.040946792,0.026237789,0.016543044,0.010457224,0.01174672,-0.027071622,0.003833209,-0.028101173,0.010733403,/work/calicraw/Projects/HerbariumStructure/aligned/processed/herbarium,TRHS175_CKDL230018651-1A_225KJTLT3_L3_C1.bam,USA,NAM,1978,1958-1997,1978_TRHS175,1958-1997,1958-1997_NA,1978_NA,Middle,1978_Middle,M,263,36.23110628,-81.69642507,H,NA,0.003727226,0.202484771,0.797515229,1.29E-05,0.9156005,0.084386593,0.911376118,3.84E-07,0.088623497,1.00E-09,0.916,0.02619321,-0.041154237,0.028312938,0.016724767,0.016667015,-0.022502949,-0.000363408,-0.013836576,0.036783825,0.013478978,20156730,0,46.9633,26,19.4227,7,15.4207,13,Middle,1.29E-06,6.45E-07,0,0,0.5,0,0,66.50238472,4.171962962,5.773782696,-5.180500858,-3.307380082
TRHS177,CM,CM_503716,PA,0.870207191,0.004889518,0.124903292,0.870207191,0.022570078,-0.039112521,0.026931501,0.007209286,0.017873976,0.023300146,0.009253395,-0.008533278,-0.04543834,0.05501742,/work/calicraw/Projects/HerbariumStructure/aligned/processed/herbarium,TRHS177_CKDL230018651-1A_225KJTLT3_L3_C1.bam,USA,NAM,2003,1998-Present,2003_TRHS177,1998-Present,1998-Present_NA,2003_NA,Middle,2003_Middle,M,388,39.85379981,-80.22287386,H,NA,0.003076392,0.239256083,0.760743917,0.003609668,0.882322667,0.114067665,0.869587131,0.060036493,0.070376375,1.00E-09,0.882,0.022979606,-0.039893719,0.028148793,0.007883965,0.022332456,-0.003548859,0.033898481,-0.003390627,0.067364142,0.054762926,20251772,0,89.4167,65,88.6951,70,88.7731,148,Middle,3.21E-06,7.31E-06,0,0,1,0,0,74.4526426,-4.441000778,1.345798153,-3.274484071,-5.932205825
TRHS182,CM,CM_264954,IL,0.633423311,0.294794036,0.071782653,0.633423311,0.027809964,-0.007389352,0.01464486,-0.002142218,0.017716483,0.006651298,-0.005457397,-0.018667023,-0.017693642,-0.013101958,/work/calicraw/Projects/HerbariumStructure/aligned/processed/herbarium,TRHS182_CKDL230018651-1A_225KJTLT3_L3_C1.bam,USA,NAM,1980,1958-1997,1980_TRHS182,1958-1997,1958-1997_NA,1980_NA,Middle,1980_Middle,M,273,37.78510652,-89.38207594,H,NA,0.002769483,0.171480424,0.828519576,0.297913736,0.631293277,0.070792987,0.636686002,2.85E-09,0.107044404,0.256269592,0.631,0.027598577,-0.007487809,0.014636633,-0.001628664,0.017738185,-0.011068268,0.002697845,0.012389045,0.009528692,-0.029624089,17308532,0,27.2399,10,51.2928,18,61.3962,68,Middle,5.78E-07,3.93E-06,0,0,0,0,0,62.89832883,-2.305535017,-0.571677715,-3.538901373,-7.066584349
