Samp,Herbarium,CatalogNumber,State,K3Q2S1964_LD,K3Q1S1964_LD,K3Q3S1964_LD,MaxK3_LD,PC_LD1,PC_LD2,PC_LD3,PC_LD4,PC_LD5,PC_LD6,PC_LD7,PC_LD8,PC_LD9,PC_LD10,Directory,File,Country,RANGE,Year,TimeBin,PCOASamp,PcoaGroups,PcoaGroupRegion,,Region,PcoaYR,N_S,SampleN,lat,lon,H_C,N_S,Heterozygosity,K2Q1S1964,K2Q2S1964,K3Q1S1964,K3Q2S1964,K3Q3S1964,K4Q1S1964,K4Q2S1964,K4Q3S1964,K4Q4S1964,MaxK3,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,NREAD,COVERAGE,AC_COVERAGE,AC_COUNT,AC_2_COVERAGE,AC_2_COUNT,LI_COVERAGE,LI_COUNT,Region,stdAC,stdLI,geno_Hb7a1,geno_Hb7a2,geno_Hb7b,geno_Hb9,geno_Hb13,PC1_TE,PC2_TE,PC3_TE,PC4_TE,PC5_TE
Landshut_5_19,,,NA,1.41E-06,0.000000001,0.999998594,0.999998594,-0.059117764,-0.008334661,-0.023029338,-0.038214051,-0.018401569,0.057260132,-0.013407173,0.014873673,-0.040674353,-0.002158812,/work/calicraw/Projects/HerbariumMicrobes/Aligned/endogenous/GLUE/processed_bam,Landshut_5_19_CKDL210014811-1a-AK7078-7UDI246_HH5NHDSX2_L4_C1.bam,Germany,EUR,2018,Contemp,Germany,Germany,Germany,Germany,,Germany,NA,NA,48.52961,12.16179,C,NA,NA,0.999999999,1.00E-09,1.00E-09,1.31E-07,0.999999868,1.00E-09,0.999999949,4.92E-08,1.00E-09,1,-0.058756137,-0.00727219,-0.023482143,-0.036706639,-0.014766554,-0.033513546,0.040843561,-0.034380432,0.029968763,-0.018616943,NA,NA,NA,NA,NA,NA,NA,NA,North,NA,NA,NA,NA,NA,NA,NA,-55.3234658,-25.00890701,1.681300446,-4.995531067,1.624047649
Landshut_5_1,,,NA,0.000000001,0.058631591,0.941368408,0.941368408,-0.056706671,0.003562331,-0.022023688,-0.024162294,-0.036426673,0.050637872,-0.023071553,0.015290877,-0.052557533,-0.012092778,/work/calicraw/Projects/HerbariumMicrobes/Aligned/endogenous/GLUE/processed_bam,Landshut_5_1_CKDL210014811-1a-AK7078-AK4971_HH5NHDSX2_L4_C1.bam,Germany,EUR,2018,Contemp,Germany,Germany,Germany,Germany,,Germany,NA,NA,48.52961,12.16179,C,NA,NA,0.999999999,1.00E-09,0.061529836,1.00E-09,0.938470163,1.00E-09,0.82662209,0.168256433,0.005121477,0.938,-0.056187597,0.004693511,-0.021584945,-0.023298673,-0.032675435,-0.043805164,0.030190808,-0.039539166,0.041671622,-0.030696569,NA,NA,NA,NA,NA,NA,NA,NA,North,NA,NA,NA,NA,NA,NA,NA,-40.72690671,-15.38756646,2.996694347,4.349025544,3.841970695
Landshut_5_20,,,NA,0.05424161,0.090362102,0.855396287,0.855396287,-0.046558879,0.000857722,-0.010467487,-0.019126458,-0.024907461,0.027823133,-0.026599702,-0.001820909,-0.033627042,-0.009354833,/work/calicraw/Projects/HerbariumMicrobes/Aligned/endogenous/GLUE/processed_bam,Landshut_5_20_CKDL210014811-1a-AK9143-7UDI214_HH5NHDSX2_L4_C1.bam,Germany,EUR,2018,Contemp,Germany,Germany,Germany,Germany,,Germany,NA,NA,48.52961,12.16179,C,NA,NA,0.964645694,0.035354306,0.088097776,0.05395549,0.857946733,0.00193164,0.736206182,0.223447953,0.038414225,0.858,-0.046460621,0.001323332,-0.009318325,-0.017180783,-0.019824282,-0.035440092,0.010841862,-0.010425962,0.029929986,-0.02205905,NA,NA,NA,NA,NA,NA,NA,NA,North,NA,NA,NA,NA,NA,NA,NA,-28.92355342,-20.98195325,5.847344863,-1.317255504,-0.331204937
Landshut_5_6,,,NA,0.048962422,0.000000001,0.951037577,0.951037577,-0.056561163,-0.010522503,-0.037454567,-0.036415272,-0.023248273,0.043464033,-0.025067525,0.026936014,-0.051467423,0.001192895,/work/calicraw/Projects/HerbariumMicrobes/Aligned/endogenous/GLUE/processed_bam,Landshut_5_6_CKDL210014811-1a-AK7078-AK1864_HH5NHDSX2_L4_C1.bam,Germany,EUR,2018,Contemp,Germany,Germany,Germany,Germany,,Germany,NA,NA,48.52961,12.16179,C,NA,NA,0.999999999,1.00E-09,1.00E-09,0.04521645,0.954783549,1.00E-09,0.999999997,1.00E-09,1.00E-09,0.955,-0.056892496,-0.010084585,-0.038156199,-0.038164036,-0.019051168,-0.034555,0.023169626,-0.047036639,0.034372225,-0.014815429,NA,NA,NA,NA,NA,NA,NA,NA,North,NA,NA,NA,NA,NA,NA,NA,1.644378956,-12.65953357,1.012609489,14.42319512,1.451695134
Landshut_5_8,,,NA,0.000000001,0.000000001,0.999999998,0.999999998,-0.060635608,-0.008681174,-0.033013414,-0.034673631,-0.0160448,0.056595989,-0.028199422,0.014717565,-0.047933519,-0.009477311,/work/calicraw/Projects/HerbariumMicrobes/Aligned/endogenous/GLUE/processed_bam,Landshut_5_8_CKDL210014811-1a-AK7078-AK7558_HH5NHDSX2_L4_C1.bam,Germany,EUR,2018,Contemp,Germany,Germany,Germany,Germany,,Germany,NA,NA,48.52961,12.16179,C,NA,NA,0.999999999,1.00E-09,1.00E-09,1.00E-09,0.999999998,1.00E-09,0.999999997,1.00E-09,1.00E-09,1,-0.060012923,-0.008505216,-0.032689489,-0.033841295,-0.011151283,-0.045493633,0.032289535,-0.033508494,0.039278622,-0.032265507,NA,NA,NA,NA,NA,NA,NA,NA,North,NA,NA,NA,NA,NA,NA,NA,-68.3297268,-18.23479905,-1.623363642,0.875262491,2.048961878
Munich_1_11,,,NA,0.122983106,0.056514703,0.820502191,0.820502191,-0.043425394,-0.006258993,-0.0163623,-0.020429131,-0.017762636,0.005511208,0.023672347,0.01746473,-0.028538557,-0.011935217,/work/calicraw/Projects/HerbariumMicrobes/Aligned/endogenous/GLUE/processed_bam,Munich_1_11_CKDL210014818-1a-AK10335-AK8544_HH5NHDSX2_L4_C1.bam,Germany,EUR,2018,Contemp,Germany,Germany,Germany,Germany,,Germany,NA,NA,48.137154,11.576124,C,NA,NA,0.931674027,0.068325973,0.058758714,0.123004291,0.818236995,0.047867322,0.77957667,0.127579937,0.044976071,0.818,-0.042949601,-0.006657683,-0.016625854,-0.019643576,-0.020239069,0.023257838,0.011968857,-0.023359984,0.017413464,-0.019401466,NA,NA,NA,NA,NA,NA,NA,NA,North,NA,NA,NA,NA,NA,NA,NA,-9.547595729,-8.971399649,-4.36780668,13.57864036,2.189731287
Munich_1_13,,,NA,0.028693275,0.061579,0.909727725,0.909727725,-0.051857301,-0.000509052,-0.016021188,-0.018233625,-0.018825001,0.029908465,-0.005903221,0.007720558,-0.014551709,-0.013489784,/work/calicraw/Projects/HerbariumMicrobes/Aligned/endogenous/GLUE/processed_bam,Munich_1_13_CKDL210014818-1a-AK10335-7UDI298_HH5NHDSX2_L4_C1.bam,Germany,EUR,2018,Contemp,Germany,Germany,Germany,Germany,,Germany,NA,NA,48.137154,11.576124,C,NA,NA,0.999999999,1.00E-09,0.066662127,0.025840759,0.907497114,1.00E-09,0.81896222,0.155226956,0.025810823,0.907,-0.05134006,-0.000548307,-0.017811397,-0.018757426,-0.017156757,-0.015499835,0.019951407,-0.0136872,0.005432593,-0.020820906,NA,NA,NA,NA,NA,NA,NA,NA,North,NA,NA,NA,NA,NA,NA,NA,-30.37587255,-10.78158745,7.469292507,7.167745403,2.142143761
Munich_1_18,,,NA,0.072203917,0.101237118,0.826558965,0.826558965,-0.043836298,0.000995078,-0.006302137,-0.023060235,-0.015650491,0.032970962,-0.026985605,0.00576389,-0.03074409,-0.023373458,/work/calicraw/Projects/HerbariumMicrobes/Aligned/endogenous/GLUE/processed_bam,Munich_1_18_CKDL210014818-1a-AK10335-AK892_HH5NHDSX2_L4_C1.bam,Germany,EUR,2018,Contemp,Germany,Germany,Germany,Germany,,Germany,NA,NA,48.137154,11.576124,C,NA,NA,0.935032946,0.064967054,0.096710115,0.073633484,0.829656401,0.007088496,0.750933222,0.173529673,0.068448609,0.83,-0.043389624,0.000509747,-0.007239536,-0.02367229,-0.011329244,-0.037839971,0.015456786,-0.019693997,0.02156015,-0.03439479,NA,NA,NA,NA,NA,NA,NA,NA,North,NA,NA,NA,NA,NA,NA,NA,-32.88917615,-15.58887866,8.905502794,0.670508422,1.678755929
Munich_1_20,,,NA,0.115456446,0.050482071,0.834061483,0.834061483,-0.044170666,-0.00672208,-0.033671257,-0.022428271,-0.022035231,0.010513428,-0.053372191,0.026403599,-0.040922807,-0.00511438,/work/calicraw/Projects/HerbariumMicrobes/Aligned/endogenous/GLUE/processed_bam,Munich_1_20_CKDL210014818-1a-AK10335-7UDI243_HH5NHDSX2_L4_C1.bam,Germany,EUR,2018,Contemp,Germany,Germany,Germany,Germany,,Germany,NA,NA,48.137154,11.576124,C,NA,NA,0.943491871,0.056508129,0.048752721,0.114573557,0.836673723,0.010158408,0.877145816,0.033115615,0.07958016,0.837,-0.043834546,-0.007230445,-0.034648179,-0.023466642,-0.017792153,-0.047807103,-0.01890721,-0.038023167,0.029935965,-0.019022049,NA,NA,NA,NA,NA,NA,NA,NA,North,NA,NA,NA,NA,NA,NA,NA,-0.650446276,-12.32498321,1.932599463,9.053482706,4.29648044
Munich_1_2,,,NA,0.030949681,0.051601564,0.917448756,0.917448756,-0.050873119,-0.002289137,-0.019980013,-0.026273696,-0.025727631,0.022967631,-0.024869187,0.002171521,-0.029217078,-0.003809541,/work/calicraw/Projects/HerbariumMicrobes/Aligned/endogenous/GLUE/processed_bam,Munich_1_2_CKDL210014818-1a-AK6888-AK4997_HH5NHDSX2_L4_C1.bam,Germany,EUR,2018,Contemp,Germany,Germany,Germany,Germany,,Germany,NA,NA,48.137154,11.576124,C,NA,NA,0.999999999,1.00E-09,0.05575749,0.027683512,0.916558998,1.00E-09,0.857062263,0.114924292,0.028013444,0.917,-0.050261633,-0.001963143,-0.019505787,-0.026079068,-0.023599089,-0.034067258,0.006154661,-0.014319273,0.024502436,-0.015436258,NA,NA,NA,NA,NA,NA,NA,NA,North,NA,NA,NA,NA,NA,NA,NA,-30.33163069,-8.121528879,-3.317504944,15.73658662,5.42216868
Munich_1_3,,,NA,0.063787161,0.111939177,0.824273661,0.824273661,-0.04296452,0.001712304,-0.00387107,-0.019361219,-0.019121958,0.023690537,-0.011769434,0.002463537,-0.02245224,-0.001229293,/work/calicraw/Projects/HerbariumMicrobes/Aligned/endogenous/GLUE/processed_bam,Munich_1_3_CKDL210014818-1a-AK6888-AK33_HH5NHDSX2_L4_C1.bam,Germany,EUR,2018,Contemp,Germany,Germany,Germany,Germany,,Germany,NA,NA,48.137154,11.576124,C,NA,NA,0.933610906,0.066389094,0.105547681,0.069275835,0.825176483,0.012190594,0.722935347,0.198705619,0.06616844,0.825,-0.043177786,0.001213155,-0.002790689,-0.018259168,-0.017386237,-0.020208066,0.015185529,-0.011356893,0.021655905,-0.003232224,NA,NA,NA,NA,NA,NA,NA,NA,North,NA,NA,NA,NA,NA,NA,NA,-48.41790777,-8.717876351,-8.023688657,14.80505934,1.353627856
Munich_1_4,,,NA,0.054864985,8.74E-06,0.94512627,0.94512627,-0.052249509,-0.00859645,-0.03711264,-0.01498877,-0.012877629,0.013453097,-0.031198111,0.02059848,-0.028067549,0.010120456,/work/calicraw/Projects/HerbariumMicrobes/Aligned/endogenous/GLUE/processed_bam,Munich_1_4_CKDL210000436-1a-AK7078-AK4997_HNML5DSXY_L4_C1.bam,Germany,EUR,2018,Contemp,Germany,Germany,Germany,Germany,,Germany,NA,NA,48.137154,11.576124,C,NA,NA,0.999999999,1.00E-09,0.003534426,0.060523939,0.935941635,1.00E-09,0.975585134,5.22E-08,0.024414813,0.936,-0.051555643,-0.008272892,-0.036659014,-0.015081044,-0.00983046,-0.032479842,-0.003488294,-0.029220459,0.025685298,0.002024302,NA,NA,NA,NA,NA,NA,NA,NA,North,NA,NA,NA,NA,NA,NA,NA,-64.89936593,-7.99829404,-2.470390384,4.588093236,-3.949064252
Munich_1_5,,,NA,0.136967095,0.054438694,0.80859421,0.80859421,-0.041319458,-0.008426457,-0.045503154,-0.01291299,-0.026155313,-0.007888677,-0.046261057,0.044033895,-0.019212953,0.033431866,/work/calicraw/Projects/HerbariumMicrobes/Aligned/endogenous/GLUE/processed_bam,Munich_1_5_CKDL210000436-1a-AK7078-AK33_HNML5DSXY_L4_C1.bam,Germany,EUR,2018,Contemp,Germany,Germany,Germany,Germany,,Germany,NA,NA,48.137154,11.576124,C,NA,NA,0.918259648,0.081740352,0.055166564,0.136222441,0.808610996,0.04603567,0.802733952,0.084192084,0.067038294,0.809,-0.041450671,-0.008434671,-0.042501139,-0.011452897,-0.024673982,-0.036923266,-0.032225469,-0.046044476,0.015857226,0.037833209,NA,NA,NA,NA,NA,NA,NA,NA,North,NA,NA,NA,NA,NA,NA,NA,18.81701514,-6.536298295,7.72831267,10.6493133,-0.235883905
Munich_1_6,,,NA,0.014985416,0.05772239,0.927292194,0.927292194,-0.053615266,0.000910516,-0.00784925,-0.019648208,-0.022252512,0.036685078,0.002870219,0.001629962,-0.020181329,-0.019072307,/work/calicraw/Projects/HerbariumMicrobes/Aligned/endogenous/GLUE/processed_bam,Munich_1_6_CKDL210014818-1a-AK10335-7UDI227_HH5NHDSX2_L4_C1.bam,Germany,EUR,2018,Contemp,Germany,Germany,Germany,Germany,,Germany,NA,NA,48.137154,11.576124,C,NA,NA,0.999999999,1.00E-09,0.060451165,0.008634553,0.930914282,1.00E-09,0.804618847,0.194871366,0.000509787,0.931,-0.053305137,0.001161191,-0.008393505,-0.018953909,-0.020038208,-0.011808938,0.030549347,-0.010130618,0.005834104,-0.029982148,NA,NA,NA,NA,NA,NA,NA,NA,North,NA,NA,NA,NA,NA,NA,NA,-37.28691351,-11.38649863,-0.108137065,8.217584447,2.914657139
Munich_2_10,,,NA,0.060536144,0.156927814,0.782536042,0.782536042,-0.040421189,0.0064804,0.006787625,-0.018534168,-0.009596551,0.036611457,-0.011408712,-0.014426908,-0.026766484,-0.00492344,/work/calicraw/Projects/HerbariumMicrobes/Aligned/endogenous/GLUE/processed_bam,Munich_2_10_CKDL210014818-1a-AK6888-AK8544_HH5NHDSX2_L4_C1.bam,Germany,EUR,2018,Contemp,Germany,Germany,Germany,Germany,,Germany,NA,NA,48.137154,11.576124,C,NA,NA,0.88725513,0.11274487,0.158661106,0.068294738,0.773044156,0.032608368,0.605415198,0.27920396,0.082772474,0.773,-0.039553998,0.007049395,0.006715157,-0.016953701,-0.008229934,-0.024486932,0.029972231,0.002082202,0.035302079,-0.004044661,NA,NA,NA,NA,NA,NA,NA,NA,North,NA,NA,NA,NA,NA,NA,NA,-59.00876121,-22.16202254,3.847991179,-6.621931878,3.394662048
Munich_2_11,,,NA,0.036751797,0.128636554,0.834611649,0.834611649,-0.044470834,0.004096116,-4.89E-05,-0.016461074,-0.015173919,0.034748365,-0.020128647,-0.002166152,-0.030198961,-0.024619432,/work/calicraw/Projects/HerbariumMicrobes/Aligned/endogenous/GLUE/processed_bam,Munich_2_11_CKDL210014818-1a-AK6888-7UDI298_HH5NHDSX2_L4_C1.bam,Germany,EUR,2018,Contemp,Germany,Germany,Germany,Germany,,Germany,NA,NA,48.137154,11.576124,C,NA,NA,0.9469397,0.0530603,0.126389851,0.039357949,0.8342522,2.11E-09,0.696750976,0.240940624,0.062308398,0.834,-0.044015937,0.003866459,0.000188224,-0.01776516,-0.013438891,-0.030491651,0.020365889,-0.01548483,0.025606675,-0.032059056,NA,NA,NA,NA,NA,NA,NA,NA,North,NA,NA,NA,NA,NA,NA,NA,-57.87431374,-20.05992697,0.149604085,-4.585191549,1.499530084
Munich_2_13,,,NA,0.036542693,0.123896867,0.839560439,0.839560439,-0.045216009,0.004531412,-0.002416796,-0.026963516,-0.015268966,0.036650912,-0.020544918,-0.000561444,-0.033508981,-0.015986898,/work/calicraw/Projects/HerbariumMicrobes/Aligned/endogenous/GLUE/processed_bam,Munich_2_13_CKDL210014818-1a-AK6888-AK892_HH5NHDSX2_L4_C1.bam,Germany,EUR,2018,Contemp,Germany,Germany,Germany,Germany,,Germany,NA,NA,48.137154,11.576124,C,NA,NA,0.948881307,0.051118693,0.123783085,0.038005365,0.83821155,1.00E-09,0.713809823,0.219122469,0.067067708,0.838,-0.044928552,0.004321731,-0.003495684,-0.026624715,-0.012080054,-0.036001569,0.02279582,-0.014549414,0.030165854,-0.026989636,NA,NA,NA,NA,NA,NA,NA,NA,North,NA,NA,NA,NA,NA,NA,NA,-41.81722103,-23.64471695,4.932683454,-6.016917177,0.928596569
Munich_2_15,,,NA,7.69E-07,0.120494452,0.879504779,0.879504779,-0.047831411,0.005453392,-0.00801883,-0.014444673,-0.018271976,0.022017461,-0.016312909,0.000699358,-0.020630401,-0.011394922,/work/calicraw/Projects/HerbariumMicrobes/Aligned/endogenous/GLUE/processed_bam,Munich_2_15_CKDL210014818-1a-AK6888-7UDI243_HH5NHDSX2_L4_C1.bam,Germany,EUR,2018,Contemp,Germany,Germany,Germany,Germany,,Germany,NA,NA,48.137154,11.576124,C,NA,NA,0.992689671,0.007310329,0.114298378,0.000104739,0.885596883,1.00E-09,0.728956741,0.228400188,0.04264307,0.886,-0.047824608,0.005049069,-0.009092295,-0.014005221,-0.016347796,-0.025059257,0.010900538,-0.0114182,0.019626103,-0.018049233,NA,NA,NA,NA,NA,NA,NA,NA,North,NA,NA,NA,NA,NA,NA,NA,-54.73955246,-11.0537141,-5.964421609,10.91793815,3.186388296
Munich_2_1,,,NA,2.71E-06,0.234582496,0.765414797,0.765414797,-0.038575404,0.019050254,0.009946886,-0.012234398,-0.024108093,0.021850623,-0.021299392,-0.003833542,-0.019487998,-0.007296731,/work/calicraw/Projects/HerbariumMicrobes/Aligned/endogenous/GLUE/processed_bam,Munich_2_1_CKDL210014818-1a-AK9874-AK4997_HH5NHDSX2_L4_C1.bam,Germany,EUR,2018,Contemp,Germany,Germany,Germany,Germany,,Germany,NA,NA,48.137154,11.576124,C,NA,NA,0.885635129,0.114364871,0.239600115,3.41E-09,0.760399882,1.00E-09,0.516133885,0.363948331,0.119917783,0.76,-0.038019065,0.019654532,0.008562686,-0.011861344,-0.021099145,-0.027554144,0.010841138,-0.004739177,0.017988311,-0.008104569,NA,NA,NA,NA,NA,NA,NA,NA,North,NA,NA,NA,NA,NA,NA,NA,-36.83891327,-14.62642521,6.950071089,1.561072137,1.088165091
Munich_2_5,,,NA,0.158705865,0.066227164,0.775066972,0.775066972,-0.038082306,-0.007960157,-0.061691724,-0.015500528,-0.033080258,-0.019239695,-0.056594629,0.033336003,-0.015499078,0.014811379,/work/calicraw/Projects/HerbariumMicrobes/Aligned/endogenous/GLUE/processed_bam,Munich_2_5_CKDL210000436-1a-AK7078-AK892_HNML5DSXY_L4_C1.bam,Germany,EUR,2018,Contemp,Germany,Germany,Germany,Germany,,Germany,NA,NA,48.137154,11.576124,C,NA,NA,0.88890032,0.11109968,0.065985299,0.154263913,0.779750788,0.023741007,0.85504477,1.00E-09,0.121214221,0.78,-0.038539956,-0.007951309,-0.059704461,-0.017989006,-0.027837103,-0.04250747,-0.046132909,-0.034417389,0.01578323,0.029306187,NA,NA,NA,NA,NA,NA,NA,NA,North,NA,NA,NA,NA,NA,NA,NA,-0.840038235,-2.347024997,6.270670005,12.69681342,-2.110668709
Munich_2_6,,,NA,0.078455266,0.136972738,0.784571996,0.784571996,-0.040879016,0.003496379,-0.001725657,-0.029747581,-0.020263944,0.021041952,-0.026129733,0.005537852,-0.042506138,0.00480262,/work/calicraw/Projects/HerbariumMicrobes/Aligned/endogenous/GLUE/processed_bam,Munich_2_6_CKDL210014818-1a-AK9874-AK33_HH5NHDSX2_L4_C1.bam,Germany,EUR,2018,Contemp,Germany,Germany,Germany,Germany,,Germany,NA,NA,48.137154,11.576124,C,NA,NA,0.893463176,0.106536824,0.129528832,0.088652848,0.781818321,0.031833335,0.685817168,0.192411937,0.08993756,0.782,-0.040568231,0.002848343,-0.002770265,-0.030310623,-0.014564469,-0.030650772,0.00656346,-0.021752503,0.051312401,0.009871235,NA,NA,NA,NA,NA,NA,NA,NA,North,NA,NA,NA,NA,NA,NA,NA,13.51535128,-9.826020456,2.492625382,14.33484719,0.842745387
Munich_2_7,,,NA,0.022234621,0.133610959,0.84415442,0.84415442,-0.043552488,0.00575191,-0.009958122,-0.019043714,-0.019915061,0.018979418,-0.022024339,0.0055229,-0.026367575,-0.01075121,/work/calicraw/Projects/HerbariumMicrobes/Aligned/endogenous/GLUE/processed_bam,Munich_2_7_CKDL210014818-1a-AK6888-7UDI227_HH5NHDSX2_L4_C1.bam,Germany,EUR,2018,Contemp,Germany,Germany,Germany,Germany,,Germany,NA,NA,48.137154,11.576124,C,NA,NA,0.959765181,0.040234819,0.125032218,0.025799819,0.849167963,1.00E-09,0.742469747,0.186066365,0.071463887,0.849,-0.043608635,0.004303951,-0.009902865,-0.018159795,-0.016747301,-0.029013385,0.006795597,-0.014213285,0.02205103,-0.017188847,NA,NA,NA,NA,NA,NA,NA,NA,North,NA,NA,NA,NA,NA,NA,NA,-49.08116087,-11.30553259,0.931213955,6.061344132,-0.736086645
Munich_2_8,,,NA,0.040285618,0.094304255,0.865410127,0.865410127,-0.048383901,0.003934411,-0.008723725,-0.020307105,-0.022140515,0.028205116,-0.021252267,-0.002724644,-0.032466454,-0.008732768,/work/calicraw/Projects/HerbariumMicrobes/Aligned/endogenous/GLUE/processed_bam,Munich_2_8_CKDL210014818-1a-AK6888-AK9148_HH5NHDSX2_L4_C1.bam,Germany,EUR,2018,Contemp,Germany,Germany,Germany,Germany,,Germany,NA,NA,48.137154,11.576124,C,NA,NA,0.978376535,0.021623465,0.09130278,0.041180596,0.867516624,2.77E-07,0.762725296,0.193614245,0.043660182,0.868,-0.048349293,0.003302749,-0.009705514,-0.02176067,-0.017469972,-0.032699406,0.014039153,-0.009339137,0.029131474,-0.01831408,NA,NA,NA,NA,NA,NA,NA,NA,North,NA,NA,NA,NA,NA,NA,NA,-38.91817304,-9.897821331,-1.306254633,10.13552494,5.105860229
Munich_2_9,,,NA,0.113430836,0.06810262,0.818466543,0.818466543,-0.042893771,-0.005630761,-0.036050252,-0.022534879,-0.0291883,-0.009334843,-0.043325843,0.032903607,-0.027367922,0.01266743,/work/calicraw/Projects/HerbariumMicrobes/Aligned/endogenous/GLUE/processed_bam,Munich_2_9_CKDL210000436-1a-AK7078-7UDI243_HNML5DSXY_L4_C1.bam,Germany,EUR,2018,Contemp,Germany,Germany,Germany,Germany,,Germany,NA,NA,48.137154,11.576124,C,NA,NA,0.930634685,0.069365315,0.064392244,0.112569482,0.823038274,0.013912369,0.845197554,0.049931674,0.090958404,0.823,-0.043193735,-0.00599514,-0.036948119,-0.023069832,-0.025033495,-0.034690759,-0.031058896,-0.039112082,0.026908653,0.019607648,NA,NA,NA,NA,NA,NA,NA,NA,North,NA,NA,NA,NA,NA,NA,NA,12.7636109,0.079093199,1.335270266,19.0911113,-3.428781428
Munich_3_14,,,NA,0.143797027,0.095633993,0.76056898,0.76056898,-0.037383619,-0.00348574,-0.026178621,-0.02868908,-0.031925614,-0.003306279,-0.066851613,0.034984607,-0.057919262,0.00797857,/work/calicraw/Projects/HerbariumMicrobes/Aligned/endogenous/GLUE/processed_bam,Munich_3_14_CKDL210000436-1a-AK7078-AK8544_HNML5DSXY_L4_C1.bam,Germany,EUR,2018,Contemp,Germany,Germany,Germany,Germany,,Germany,NA,NA,48.137154,11.576124,C,NA,NA,0.881171133,0.118828867,0.095561241,0.136973572,0.767465187,0.064788633,0.726254399,0.124852786,0.084104182,0.767,-0.037643006,-0.0029671,-0.026360041,-0.028331276,-0.026549065,-0.055615546,-0.042185258,-0.048006145,0.041658637,-0.008809689,NA,NA,NA,NA,NA,NA,NA,NA,North,NA,NA,NA,NA,NA,NA,NA,44.55294512,-9.123057227,8.324808994,14.42819562,3.57448906
Munich_3_16,,,NA,0.111449648,0.189572461,0.698977891,0.698977891,-0.030551446,0.006737554,0.010541945,-0.021575576,-0.00673912,0.024178215,-0.024674813,-0.001139687,-0.033188808,-0.01873072,/work/calicraw/Projects/HerbariumMicrobes/Aligned/endogenous/GLUE/processed_bam,Munich_3_16_CKDL210014818-1a-AK9874-7UDI298_HH5NHDSX2_L4_C1.bam,Germany,EUR,2018,Contemp,Germany,Germany,Germany,Germany,,Germany,NA,NA,48.137154,11.576124,C,NA,NA,0.824031667,0.175968333,0.181698489,0.110271808,0.708029703,0.08362768,0.535176733,0.287213521,0.093982067,0.708,-0.030820601,0.006162113,0.011145864,-0.020370992,-0.004000037,-0.025022981,0.010071702,-0.008906507,0.02684512,-0.021188003,NA,NA,NA,NA,NA,NA,NA,NA,North,NA,NA,NA,NA,NA,NA,NA,-35.01097809,-13.0595155,5.096884234,3.035449641,2.29652236
Munich_3_17,,,NA,0.107779645,0.297125284,0.595095071,0.595095071,-0.021826029,0.01754625,0.034405306,-0.018137857,0.009411979,0.007971381,-0.013616339,-0.032497033,-0.005368034,-0.015077887,/work/calicraw/Projects/HerbariumMicrobes/Aligned/endogenous/GLUE/processed_bam,Munich_3_17_CKDL210014818-1a-AK9874-AK892_HH5NHDSX2_L4_C1.bam,Germany,EUR,2018,Contemp,Germany,Germany,Germany,Germany,,Germany,NA,NA,48.137154,11.576124,C,NA,NA,0.701391006,0.298608994,0.293562756,0.119393104,0.587044141,0.13112257,0.31801708,0.400038512,0.150821838,0.587,-0.020907134,0.016395036,0.03592017,-0.01878473,0.015469622,-0.014497066,0.009908272,0.025582605,0.027771953,0.017082429,NA,NA,NA,NA,NA,NA,NA,NA,North,NA,NA,NA,NA,NA,NA,NA,-33.28846124,-12.15629688,4.182712817,2.032578419,0.447132365
Munich_3_19,,,NA,0.125861469,0.22388328,0.650255251,0.650255251,-0.025519234,0.009536816,0.009898463,-0.013710203,0.00164895,0.011159065,-0.026674911,-0.013828264,-0.009323252,-0.027268187,/work/calicraw/Projects/HerbariumMicrobes/Aligned/endogenous/GLUE/processed_bam,Munich_3_19_CKDL210014818-1a-AK9874-7UDI243_HH5NHDSX2_L4_C1.bam,Germany,EUR,2018,Contemp,Germany,Germany,Germany,Germany,,Germany,NA,NA,48.137154,11.576124,C,NA,NA,0.762112157,0.237887843,0.225754566,0.125395875,0.648849559,0.101887794,0.472180707,0.289264736,0.136666763,0.649,-0.024932381,0.009590084,0.009479894,-0.012968126,0.004350502,-0.023327224,-0.002183555,0.007237345,0.010453238,-0.019554433,NA,NA,NA,NA,NA,NA,NA,NA,North,NA,NA,NA,NA,NA,NA,NA,-81.6044794,-4.059653769,-4.456933334,5.651627378,0.168348365
Munich_3_4,,,NA,0.168886851,0.281963939,0.549149211,0.549149211,-0.017094159,0.011621932,0.009341977,-0.012685604,0.00252539,-0.026500841,-0.029682019,-0.005924557,0.014942992,-0.009106233,/work/calicraw/Projects/HerbariumMicrobes/Aligned/endogenous/GLUE/processed_bam,Munich_3_4_CKDL210000436-1a-AK7078-7UDI298_HNML5DSXY_L4_C1.bam,Germany,EUR,2018,Contemp,Germany,Germany,Germany,Germany,,Germany,NA,NA,48.137154,11.576124,C,NA,NA,0.658937313,0.341062687,0.280810684,0.169339718,0.549849598,0.151118604,0.384527965,0.272667156,0.191686275,0.55,-0.016823048,0.011512469,0.010200313,-0.013538222,0.003322414,-0.01385954,-0.032310415,0.008721894,-0.012575714,0.011586814,NA,NA,NA,NA,NA,NA,NA,NA,North,NA,NA,NA,NA,NA,NA,NA,24.8626629,-9.910548813,-4.091738767,13.46905639,4.697735912
