TE,mean_UK,fdr_uk,mean_France,fdr_f,mean_Belgium,fdr_b,mean_spain,fdr_spain,mean_slope,fdr_time
rnd.6_family.4659,67.5,0.253676616,96.7,0.040310657,74.50877193,0.7010315,159.5652174,6.63E-13,0.03339753,0.015798114
rnd.6_family.4671,23.66666667,0.136370963,40.7,0.030529097,30.35087719,0.789565448,70.17391304,1.67E-11,0.03304168,0.018256535
rnd.6_family.4689,208.1666667,0.282461793,234.1666667,0.152106406,221.0701754,0.991463865,278.826087,1.72E-13,0.028329045,0.044472556
rnd.6_family.4703,83.33333333,0.132172785,124.2333333,0.031251611,93.1754386,0.585934216,193.6956522,1.98E-12,0.034169939,0.015029102
rnd.6_family.4706,30.5,0.191972537,43.7,0.026371955,35.98245614,0.943791112,65.91304348,1.11E-12,0.028524857,0.042789294
rnd.6_family.47189,32.33333333,0.767110554,36.06666667,0.101667164,33.98245614,0.884103633,40.95652174,1.78E-25,0.030729005,0.032254883
rnd.6_family.4742,306.8333333,0.14028496,388.0666667,0.035470626,342.8070175,0.798534668,497.5217391,4.57E-17,0.038248629,0.014308386
rnd.6_family.4744,98.16666667,0.161727946,143.3666667,0.04253225,111.0526316,0.723729413,243.6956522,2.08E-13,0.033853462,0.016963834
rnd.6_family.4746,119,0.124839663,156,0.027774959,135.6491228,0.891278417,196.2173913,1.16E-13,0.024668448,0.084300263
rnd.6_family.4747,125.5,0.268406804,149.2666667,0.032138071,134.7368421,0.981514383,179.3478261,6.98E-14,0.038145516,0.014506542
rnd.6_family.4749,339.6666667,0.223229011,385.6333333,0.053503054,367.1578947,0.891842792,429.4347826,1.21E-13,0.027186012,0.056334231
rnd.6_family.4775,316.1666667,0.126720435,452.5666667,0.034125842,380.5964912,0.946663447,653.0869565,4.47E-17,0.038513876,0.014308386
rnd.6_family.479,121,0.312571858,135.2333333,0.052527711,128.7894737,0.98615082,141.8695652,4.31E-10,0.027151039,0.064485411
rnd.6_family.481,60.66666667,0.050159686,100.9666667,0.020969792,82.29824561,0.825568486,130.1304348,2.43E-09,0.027682286,0.054815948
rnd.6_family.4826,362.1666667,0.210605572,525.3333333,0.047701835,410.3508772,0.73124766,943.0869565,9.92E-15,0.03565958,0.014506542
rnd.6_family.48470,119.3333333,0.135036838,158.6,0.030131839,135.8070175,0.86133949,219.0434783,1.89E-12,0.035859492,0.014506542
rnd.6_family.487,16.66666667,0.151923313,25.03333333,0.055732717,20.10526316,0.696162213,34.91304348,5.24E-13,0.02206747,0.113165892
rnd.6_family.4875,413.5,0.125856206,599.1,0.042092472,465.2631579,0.679475931,1034.347826,4.73E-14,0.03773307,0.014308386
rnd.6_family.4879,115.5,0.176481166,151.0333333,0.029575226,126.5964912,0.730633386,198.2608696,1.41E-12,0.036214433,0.014506542
rnd.6_family.4889,20,0.182991545,30.36666667,0.183169346,22.43859649,0.494444021,61,1.64E-12,0.032549262,0.017313009
rnd.6_family.4902,21,0.245851507,30.86666667,0.056929906,25.14035088,0.7108875,42,2.95E-15,0.022688234,0.115535155
rnd.6_family.4906,76.16666667,0.408252676,83.33333333,0.070882877,81.49122807,0.7010315,90.86956522,1.82E-12,0.032611874,0.021135388
rnd.6_family.4913,275.5,0.197188435,340,0.025739335,311.7894737,0.772380006,434.7391304,5.10E-18,0.034744703,0.017496604
rnd.6_family.4964,106,0.132413876,132.0666667,0.034046135,117.245614,0.88998055,165.9565217,5.13E-16,0.035077586,0.015606929
rnd.6_family.49758,16.16666667,0.122946824,26.83333333,0.026371955,21.40350877,0.909309894,38.47826087,2.93E-13,0.02704624,0.050563207
rnd.6_family.4978,58.66666667,0.147824413,79.36666667,0.041493951,69.80701754,0.844691125,98.73913043,1.31E-13,0.036504656,0.014506542
rnd.6_family.4983,897.3333333,0.14028496,1278.266667,0.042829232,1000.210526,0.673857474,2121.956522,1.99E-13,0.034311028,0.015593256
rnd.6_family.4984,63.33333333,0.182273393,91.4,0.039778582,69.42105263,0.587377881,154.3043478,8.50E-13,0.030425527,0.024130785
rnd.6_family.499,2.5,0.8473169,3.166666667,0.032300606,2.631578947,0.970231919,3.434782609,7.22E-06,0.016828307,0.243124155
rnd.6_family.4990,68,0.137877674,85.83333333,0.087493473,73.61403509,0.67952008,109.8695652,3.21E-15,0.032182478,0.023843547
rnd.6_family.500,161.1666667,0.122946824,206.7666667,0.039778582,183.1403509,0.891554276,258.7826087,4.66E-14,0.026509512,0.06407976
rnd.6_family.5010,89.33333333,0.229462243,106.6,0.068768621,99.75438596,0.821093344,131,1.60E-15,0.039273303,0.014308386
rnd.6_family.5014,736,0.212171213,821.8666667,0.157595536,799.754386,0.67593553,916.7826087,1.06E-14,0.022121097,0.122330195
rnd.6_family.502,88.83333333,0.139289592,115.6666667,0.039778582,98.84210526,0.760211402,149.3043478,9.43E-12,0.033125325,0.01974496
rnd.6_family.5023,113,0.122946824,157.2333333,0.032004936,132.6140351,0.860543264,210.173913,5.67E-17,0.037982047,0.014308386
rnd.6_family.503,131.5,0.378611318,161.6333333,0.039778582,135.4736842,0.750473498,228.6086957,2.03E-13,0.0325393,0.019240719
rnd.6_family.5030,129.8333333,0.155927637,175.4,0.034818789,157.5789474,0.926908697,229.7391304,5.08E-17,0.036838918,0.014506542
rnd.6_family.5031,189.8333333,0.154519854,241.4,0.021333361,217.9473684,0.829146093,308.6521739,5.98E-16,0.028500636,0.043826408
rnd.6_family.5032,48.83333333,0.087246898,90.2,0.046044278,65.92982456,0.648050736,172.0434783,1.21E-12,0.035189381,0.015066727
rnd.6_family.5053,23.83333333,0.153156686,29.13333333,0.042099241,26.43859649,0.981514383,35.60869565,3.02E-22,0.022512425,0.108987505
rnd.6_family.5057,115.1666667,0.154519854,151.3,0.036907881,136.8421053,0.859067094,188.826087,4.19E-15,0.03807888,0.014350666
rnd.6_family.5062,84.5,0.81075397,95.86666667,0.040812513,84.66666667,0.891278417,120.7391304,1.16E-17,0.035521686,0.014654363
rnd.6_family.5063,82.33333333,0.239746294,107.9,0.025277556,94.61403509,0.985170325,136.7826087,2.40E-17,0.036976641,0.014308386
rnd.6_family.5067,227.8333333,0.135108648,301.5333333,0.104054274,253.5789474,0.616346226,435.7826087,4.08E-13,0.031413907,0.022426713
rnd.6_family.5087,602.8333333,0.154716025,797.7,0.03621302,690.3157895,0.882122393,1095.434783,1.19E-15,0.037581919,0.014308386
rnd.6_family.5106,40.33333333,0.334844635,46.76666667,0.014966792,44.03508772,0.816286422,48.69565217,2.35E-09,-0.005926847,0.693933708
rnd.6_family.5120,98.16666667,0.130336612,115,0.05436428,106.8947368,0.955745966,131.3043478,1.17E-12,0.019501569,0.170661618
rnd.6_family.5135,89.83333333,0.273194934,100.3666667,0.165972982,95.22807018,0.990413095,112.6956522,1.04E-14,0.030114174,0.035598075
rnd.6_family.5146,117.1666667,0.141709533,165.2,0.043126743,126.3859649,0.583864388,264.3043478,2.64E-13,0.038476226,0.014308386
rnd.6_family.5165,208.3333333,0.374065477,242.2666667,0.095468821,217.0350877,0.823386166,312.3913043,4.24E-16,0.033759769,0.017664946
rnd.6_family.5194,11.16666667,0.243270718,14.73333333,0.165800009,13.40350877,0.998306821,20.69565217,8.74E-15,-0.009820579,0.514334409
rnd.6_family.5213,72,0.226954796,94.8,0.032004936,82.98245614,0.970974246,120.2608696,5.93E-13,0.03018206,0.032284437
rnd.6_family.522,43.16666667,0.125650225,73.6,0.051151678,52.19298246,0.648050736,162.2173913,4.74E-09,0.021808858,0.109637708
rnd.6_family.5224,28.16666667,0.24545821,36.86666667,0.035796849,32.75438596,0.948403668,50.82608696,2.99E-18,0.032486871,0.019675178
rnd.6_family.5232,86.33333333,0.084088073,129.7,0.043020711,107.245614,0.867146851,183,1.07E-09,0.027249962,0.05534267
rnd.6_family.5246,133.6666667,0.137001874,170.6333333,0.041653845,146.5263158,0.796979691,237.2608696,8.95E-14,0.034771671,0.017496604
rnd.6_family.5262,324.5,0.126720435,477.1,0.034267124,385.8245614,0.777676859,706.3478261,6.69E-14,0.030142445,0.030158465
rnd.6_family.5278,99.83333333,0.122946824,108.8333333,0.383482131,103.5263158,0.721226457,124.0434783,3.34E-11,0.015744358,0.263236125
rnd.6_family.5284,143,0.122946824,188.3,0.039930688,162.8070175,0.856929605,254.4782609,8.64E-15,0.036443928,0.014506542
rnd.6_family.5295,125.8333333,0.122946824,191.7666667,0.037430782,148.8596491,0.732919573,325.173913,3.42E-14,0.037925356,0.014308386
rnd.6_family.530,141.1666667,0.122946824,224.6,0.041722404,171.877193,0.678120421,379.6521739,2.00E-13,0.031517614,0.022591622
rnd.6_family.5361,86.16666667,0.376230512,101.1666667,0.160398931,98.84210526,0.52665929,126.4347826,5.53E-14,0.003698917,0.807733317
rnd.6_family.5379,122.3333333,0.122946824,173.2333333,0.117427391,138.3859649,0.585093754,324.8695652,1.22E-14,0.031824566,0.020470475
rnd.6_family.54,117.1666667,0.079722428,202.7666667,0.029396575,162.2105263,0.957146927,324.6086957,1.39E-15,0.030831544,0.031298138
rnd.6_family.5402,40.16666667,0.170086046,70.66666667,0.053510759,49.01754386,0.590662019,145.4347826,8.44E-11,0.0272243,0.042968759
rnd.6_family.542,108.6666667,0.129412054,159.2,0.064738029,125.1052632,0.614146911,264.6086957,6.22E-15,0.030381659,0.028231268
rnd.6_family.5425,244.1666667,0.191972537,316.9333333,0.033931025,269.6315789,0.718040872,415.6956522,3.03E-14,0.030645629,0.026998632
rnd.6_family.5426,135.3333333,0.187233629,166.7,0.056265527,154.0877193,0.882122393,198.7826087,1.23E-12,0.033140535,0.023038758
rnd.6_family.5441,94.33333333,0.202415841,110.5666667,0.067396658,105.1578947,0.768283276,131.3043478,2.48E-15,0.035289027,0.016596564
rnd.6_family.5442,108.8333333,0.159188487,139.1666667,0.035413805,125.3508772,0.986163413,171.826087,1.30E-14,0.037601364,0.014460134
rnd.6_family.5448,43.16666667,0.163963235,53.16666667,0.086890693,45.01754386,0.742743656,76.52173913,7.05E-15,0.027977307,0.039978265
rnd.6_family.5460,54.83333333,0.111683521,65.76666667,0.022039859,59.31578947,0.802457711,79.2173913,2.22E-15,0.025891003,0.058070066
rnd.6_family.5466,1063.166667,0.12758279,1626,0.049353572,1207.22807,0.587377881,2844.869565,1.16E-14,0.028453718,0.036283889
rnd.6_family.5501,70.5,0.301257475,89.33333333,0.032935665,77.57894737,0.935080033,113.4347826,4.05E-16,0.035791148,0.015675208
rnd.6_family.5509,49.83333333,0.150129062,59,0.05292457,54.89473684,0.85751487,67.13043478,3.68E-11,0.042642911,0.014308386
rnd.6_family.5510,2.333333333,0.800856536,2.566666667,0.101667164,2.01754386,0.894031757,3.565217391,6.19E-11,0.029869746,0.034273552
rnd.6_family.5520,54.16666667,0.213948695,73.46666667,0.076838941,59.8245614,0.699661222,107.3478261,1.41E-10,0.025775645,0.05972943
rnd.6_family.553,197,0.181285245,233.0333333,0.077489618,209.3684211,0.821093344,296.6956522,8.21E-16,0.025091191,0.079079801
rnd.6_family.5538,235.8333333,0.204180986,276,0.034432206,256.4912281,0.935080033,314.173913,1.87E-15,0.035966132,0.015065917
rnd.6_family.5544,315.5,0.14411545,395.9333333,0.181178396,345.6315789,0.673498342,649.173913,1.39E-12,0.030412136,0.031487419
rnd.6_family.5560,49.66666667,0.121039019,89.1,0.032004936,70.19298246,0.877721989,160.4347826,7.76E-14,0.02894211,0.036172374
rnd.6_family.5562,147,0.121039019,216.1,0.041856329,166.6842105,0.648050736,359.9130435,9.29E-13,0.036040886,0.014308386
rnd.6_family.5564,65.5,0.177866518,78.66666667,0.049560148,69.03508772,0.629392195,101.0869565,3.27E-13,0.026892653,0.044077222
rnd.6_family.5568,73.83333333,0.190940634,108.0333333,0.04997629,94.87719298,0.970231919,161.6086957,7.39E-20,0.014472889,0.32033293
rnd.6_family.558,181.5,0.162367087,232.6666667,0.044281607,206.5789474,0.978256874,323.826087,2.72E-16,0.028085664,0.050681424
rnd.6_family.5582,423,0.11404118,499.2,0.102309386,467.0526316,0.966135276,598.6956522,5.18E-17,0.034966311,0.017364943
rnd.6_family.559,36.83333333,0.196730193,49.86666667,0.034657311,40.73684211,0.867649458,83.39130435,3.15E-11,0.017979589,0.204768657
rnd.6_family.56,614.6666667,0.122946824,950.9666667,0.050508668,714.9649123,0.657437619,1817.652174,3.54E-14,0.033623053,0.017313009
rnd.6_family.560,47.5,0.299164478,67.36666667,0.061603543,53,0.740086064,110.3043478,2.90E-12,0.026763147,0.044365079
rnd.6_family.5604,139.1666667,0.189082108,156.7333333,0.038685602,147.8245614,0.94645016,182.1304348,3.79E-15,0.028078849,0.041007486
rnd.6_family.5605,96.5,0.154434591,125.5,0.05338731,107.9122807,0.798822211,172.7826087,1.57E-15,0.033529099,0.018779876
rnd.6_family.5608,305.3333333,0.180040951,360.5666667,0.365904594,340.5789474,0.988134568,528.1304348,4.59E-16,-0.008036912,0.588558395
rnd.6_family.561,218.5,0.130103307,295.0666667,0.032241848,243.3684211,0.744742253,420.6086957,4.22E-13,0.037507658,0.014308386
rnd.6_family.5624,117,0.135446835,156.9666667,0.039403831,135.2982456,0.749000903,206.9565217,5.20E-15,0.035777848,0.014759528
rnd.6_family.5631,189,0.116090454,268.6,0.032138071,222.245614,0.86161522,397.3913043,4.00E-16,0.037195612,0.014308386
rnd.6_family.5655,99.33333333,0.367411388,113.5666667,0.07586887,105.0701754,0.892861808,125.4347826,6.81E-13,0.014640663,0.314860124
rnd.6_family.5704,40.66666667,0.122946824,56,0.056197482,46.78947368,0.847614365,82.13043478,4.22E-13,0.037936524,0.014308386
rnd.6_family.5715,55.33333333,0.121260101,78.06666667,0.070727459,64.03508772,0.725195165,121.6521739,4.53E-15,0.02906152,0.034031483
rnd.6_family.5724,70.33333333,0.146354131,101.7333333,0.040310657,83.36842105,0.85758305,158.3043478,6.32E-17,0.033370011,0.021693158
rnd.6_family.5761,58.16666667,0.146199994,85.73333333,0.0749774,64.80701754,0.587377881,148.2608696,8.90E-12,0.040292176,0.014308386
rnd.6_family.5793,39.5,0.212658393,60,0.049825917,49.36842105,0.798534668,91.30434783,4.65E-16,0.041404668,0.014308386
rnd.6_family.5803,391.5,0.139178288,524.5333333,0.028839174,473.1754386,0.733315958,686.6956522,1.34E-14,0.027509364,0.056115902
rnd.6_family.5818,56.16666667,0.122946824,78.56666667,0.044337306,64.19298246,0.581834282,107.2608696,5.27E-15,0.040234263,0.014308386
rnd.6_family.5853,48,0.162622644,75.53333333,0.035796849,58.49122807,0.693219586,121.3043478,1.78E-13,0.032477304,0.018576008
rnd.6_family.589,362.1666667,0.125856206,489.6,0.042019353,413.6315789,0.820729652,721.6086957,5.62E-14,0.034694364,0.015932785
rnd.6_family.5909,110.8333333,0.169930378,141.4,0.07169457,123.4210526,0.796979691,196.3043478,3.26E-17,0.041032596,0.014308386
rnd.6_family.5931,106.5,0.203916009,121.6,0.185301507,117.8947368,0.821093344,137.7391304,3.63E-22,0.022115031,0.12525636
rnd.6_family.5970,102.3333333,0.122946824,142.8,0.062856908,126.2982456,0.971690409,203.7826087,1.48E-16,0.037561038,0.014308386
rnd.6_family.6010,204.1666667,0.403973175,226.5666667,0.114129592,216.1929825,0.891278417,250.3043478,1.31E-14,0.023020909,0.109319214
rnd.6_family.6012,108.8333333,0.157336756,172.1333333,0.042005466,122.6666667,0.583864388,326.2608696,1.23E-11,0.035496643,0.014308386
rnd.6_family.6014,114.5,0.206745927,170.0333333,0.037925336,126.4912281,0.587377881,265.6086957,7.88E-14,0.031218712,0.02325157
rnd.6_family.603,63.5,0.127629233,98.9,0.042084032,74.78947368,0.599626549,168.5217391,2.02E-12,0.023175459,0.085510304
rnd.6_family.6032,76.5,0.158562319,104.2,0.051472421,89.89473684,0.848944953,153.6086957,1.28E-15,0.037832714,0.014308386
rnd.6_family.6038,31.5,0.31701088,40.8,0.029286406,35.03508772,0.871602107,54,6.08E-15,0.025857885,0.059824899
rnd.6_family.6045,62.66666667,0.162310065,71.86666667,0.135236906,66.73684211,0.821093344,85.39130435,6.90E-15,0.025871475,0.063088527
rnd.6_family.61,176.8333333,0.177235594,195.7,0.035646159,189.1754386,0.88998055,209.6086957,1.44E-14,0.02467575,0.073644465
rnd.6_family.610,195.5,0.182076543,262.3666667,0.034035823,210.0175439,0.648050736,413.2608696,1.68E-15,0.041880051,0.014308386
rnd.6_family.6146,161,0.296233938,179.9,0.032004936,168.1052632,0.648050736,190.9565217,1.16E-11,0.020400833,0.159691097
rnd.6_family.6147,113.3333333,0.096845793,166.5666667,0.034320587,138.3859649,0.740086064,231.5217391,1.55E-18,0.034654651,0.015995362
rnd.6_family.6172,185.1666667,0.121039019,224.7666667,0.104526302,210.2105263,0.891554276,264.1304348,1.71E-12,0.03259345,0.023890528
rnd.6_family.6182,71.16666667,0.389716243,97.73333333,0.055999589,73.42105263,0.571838813,170.4347826,8.30E-13,0.035492,0.014506542
rnd.6_family.6190,93.83333333,0.223684614,108.1333333,0.221513401,99.64912281,0.781834638,134.6086957,1.88E-13,0.034458061,0.017217423
rnd.6_family.6192,125.3333333,0.121260101,168.1666667,0.050617548,143.0701754,0.744742253,243.826087,6.06E-15,0.034657771,0.014710139
rnd.6_family.623,235,0.138996373,332.3666667,0.024302084,271.4210526,0.796973438,460.9565217,1.04E-15,0.039174695,0.014308386
rnd.6_family.6230,220,0.194418474,323.1333333,0.039514698,264.9122807,0.85751487,521.173913,7.04E-16,0.035404709,0.014506542
rnd.6_family.6264,51,0.466956445,59.03333333,0.021901224,54.31578947,0.952537118,65.69565217,2.65E-11,0.028889894,0.045480774
rnd.6_family.6277,79,0.096845793,114.0333333,0.044452855,91.80701754,0.74219892,175.7391304,2.46E-15,0.032235621,0.019286914
rnd.6_family.6290,135.8333333,0.113756025,213.1333333,0.054642711,164.0175439,0.587377881,386.3913043,3.43E-15,0.039250574,0.014308386
rnd.6_family.6291,24.66666667,0.155863328,30.36666667,0.031651136,27.52631579,0.998306821,36.04347826,3.74E-16,0.020343231,0.147307494
rnd.6_family.6302,114.8333333,0.130232387,176.7333333,0.056132043,134.3333333,0.648050736,389.7391304,2.25E-12,0.032657989,0.017740643
rnd.6_family.6315,69.66666667,0.143307802,89.83333333,0.038366407,80.29824561,0.97925009,120.3913043,2.44E-16,0.040513307,0.014308386
rnd.6_family.6332,826.3333333,0.147186562,1171.7,0.038774791,938.0350877,0.718040872,1812.956522,1.22E-15,0.03730949,0.014308386
rnd.6_family.6336,107.3333333,0.116090454,155.8333333,0.06335705,126.2807018,0.7108875,258.5217391,2.22E-13,0.031813925,0.025375139
rnd.6_family.6345,110.1666667,0.160378641,139.1,0.112955967,125.8245614,0.821093344,170.5652174,1.75E-12,0.041051591,0.014308386
rnd.6_family.6346,76.33333333,0.112467455,97.86666667,0.036116583,81.03508772,0.242113701,106.0869565,2.85E-08,0.022556175,0.113666705
rnd.6_family.6360,23,0.121244947,34.96666667,0.039403831,29.57894737,0.992503404,56.17391304,2.39E-14,0.02642417,0.054574714
rnd.6_family.6405,141.1666667,0.122946824,214.9666667,0.031651136,175.8070175,0.932338965,336.1304348,2.16E-12,0.027527928,0.050717435
rnd.6_family.6408,68.83333333,0.310631845,72.13333333,0.437102521,71.70175439,0.878544678,73.43478261,0.010066287,0.002229465,0.88545542
rnd.6_family.6418,77.83333333,0.108947326,141.2,0.032138071,95.84210526,0.587377881,263.4347826,1.48E-09,0.030944642,0.021238599
rnd.6_family.6423,66.5,0.127018949,99.33333333,0.038477415,89.66666667,0.7108875,158.3913043,8.65E-18,0.021102413,0.148516498
rnd.6_family.6424,139,0.49036527,166.6666667,0.032138071,154.2105263,0.628363339,197,4.49E-16,0.022056597,0.125087695
rnd.6_family.6439,92.33333333,0.124839663,152.4,0.040232634,107.9824561,0.587377881,289.9130435,4.74E-11,0.031803176,0.0200619
rnd.6_family.6471,116.5,0.121039019,149.2666667,0.0274293,133.5789474,0.989305344,181.4782609,6.06E-14,0.032378297,0.024704648
rnd.6_family.6473,91.5,0.126193427,118.9666667,0.055166345,107.2105263,0.998306821,161.7826087,8.75E-16,0.041190422,0.014308386
rnd.6_family.6491,570.5,0.122946824,809.9666667,0.039127404,681.5438596,0.868705158,1195.782609,3.48E-17,0.028213745,0.046175268
rnd.6_family.6493,209.5,0.293151066,230.1333333,0.051429143,219.8070175,0.963066499,255.2608696,1.41E-13,0.022019647,0.124651838
rnd.6_family.6551,39,0.111683521,54.1,0.035768458,45.68421053,0.595924828,69.47826087,2.83E-17,0.044607393,0.014308386
