TE,mean_UK,fdr_uk,mean_France,fdr_f,mean_Belgium,fdr_b,mean_spain,fdr_spain,mean_slope,fdr_time
Copia.17_LU.I,2,0.825938671,2.366666667,0.384033375,2.175438596,0.978748628,3.52173913,4.34E-08,0.025851329,0.067424004
Copia.17_Mad.I,0.666666667,0.556102453,0.533333333,0.450345989,0.421052632,0.911911163,0.739130435,0.004770637,0.019482827,0.175791698
Copia.17_MN.I,1.166666667,0.594694232,1.5,0.816515551,1.385964912,0.867817373,2.434782609,2.09E-07,0.029817172,0.037172253
Copia.17_NN.I,NA,NA,0.133333333,0.943777958,0.087719298,0.759996353,0.260869565,0.15746596,-0.000157413,0.992402255
Copia.17_PAb.I,0.833333333,0.724422812,1.066666667,0.819152543,1.01754386,0.982785815,1.782608696,5.21E-09,0.015688777,0.280378192
Copia.17_PPe.I,0.666666667,0.929144989,0.666666667,0.719612349,0.543859649,0.7010315,0.913043478,8.21E-05,0.005467788,0.714270655
Copia.17_PTa.I,0.5,0.692574432,0.666666667,0.93433129,0.631578947,0.928721784,0.826086957,0.046602683,0.02636685,0.066264274
Copia.17_PTa.LTR,0.666666667,0.636800769,0.666666667,0.090140838,0.526315789,0.891554276,0.652173913,0.119383135,0.018639682,0.199561069
Copia.17_PX.I,5,0.710412436,6.466666667,0.090670049,5.614035088,0.990905097,8.652173913,2.71E-12,0.014805831,0.307999604
Copia.17_ST.I,0.833333333,0.385444752,1.466666667,0.182160739,1.192982456,0.777676859,1.913043478,2.75E-11,-0.004049905,0.791480527
Copia.17_TC.I,9.666666667,0.144066985,14.13333333,0.140061626,12.92982456,0.929272636,17.65217391,1.72E-14,0.030754539,0.028805927
Copia.18_AIp.I,1,0.50913186,1.5,0.126193744,1.280701754,0.982029098,1.869565217,1.55E-08,0.001100023,0.945391702
Copia.18_ALY.I,1.5,0.481382856,1.966666667,0.279516515,1.666666667,0.807360242,2.52173913,2.44E-06,0.032995028,0.021971532
Copia.18_BD.I,13.33333333,0.494829998,17.63333333,0.028528318,14.98245614,0.991463865,23.34782609,6.08E-19,0.037376713,0.014903947
Copia.18_BRa.I,1.666666667,0.251346842,1.533333333,0.020969792,1.157894737,0.648050736,2.130434783,1.66E-07,0.001259193,0.936661717
Copia.18_Cia.I,15.33333333,0.179889479,18.73333333,0.16886352,17.50877193,0.801582203,22.04347826,1.12E-18,0.024859409,0.071743125
Copia.18_Cia.LTR,2.666666667,0.131156461,5.866666667,0.034125842,4.526315789,0.700852948,7.869565217,2.52E-09,0.03553376,0.016047931
Copia.18_CP.I,0.166666667,0.189004161,0.633333333,0.58369712,0.596491228,0.946663447,0.956521739,2.00E-09,0.013062195,0.358097797
Copia.18_EPa.I,0.333333333,0.33835051,0.766666667,0.336561683,0.666666667,0.971663159,0.956521739,1.12E-06,-0.005800699,0.70354927
Copia.18_FV.I,NA,NA,0.233333333,0.242603959,0.105263158,0.891278417,0.47826087,0.00255587,-0.005421855,0.718907674
Copia.18_GM.I,2.666666667,0.229297632,4.866666667,0.335914309,3.877192982,0.585093754,7.173913043,1.41E-07,0.025585477,0.06630892
Copia.18_GR.I,1.666666667,0.913625028,2.133333333,0.076861877,1.824561404,0.903310681,2.652173913,2.91E-06,0.000505593,0.974340227
Copia.18_JC.LTR,0.5,0.525366844,0.466666667,0.058408521,0.192982456,0.721226457,0.608695652,0.002058091,0.006089761,0.684586199
Copia.18_MN.I,4.5,0.108947326,8.6,0.098307784,7.01754386,0.789254648,13.82608696,1.06E-14,0.0351461,0.014506542
Copia.18_MN.LTR,4.833333333,0.298698267,6.866666667,0.081001477,5.859649123,0.92281842,12.39130435,5.80E-14,0.036776564,0.014506542
Copia.18_PAb.I,2.666666667,0.897200532,3.066666667,0.03884445,2.666666667,0.896716809,3.695652174,9.58E-09,0.019351587,0.184914699
Copia.18_PPe.I,0.833333333,0.644719693,0.833333333,0.099313251,0.719298246,0.93653315,NA,NA,0.022551031,0.118415965
Copia.18_PTri.I,3.666666667,0.464020092,4.666666667,0.052949877,4.157894737,0.965402671,5.217391304,2.42E-05,0.016922493,0.241551774
Copia.18_PX.I,NA,NA,2.966666667,0.13691604,2.912280702,0.971690409,NA,NA,0.009260901,0.554540188
Copia.18_RC.I,0.5,0.757380132,0.666666667,0.86922054,0.807017544,0.74023686,1.782608696,1.90E-12,0.020207128,0.151480105
Copia.18_SB.I,0.333333333,0.641177174,0.5,0.949781076,0.473684211,0.899120737,0.913043478,4.19E-07,0.009610313,0.515721645
Copia.18_Sit.I,0.833333333,0.757319288,0.833333333,0.240839063,0.596491228,0.828097037,1.347826087,5.35E-06,0.000849071,0.957135597
Copia.18_ST.I,0.333333333,0.246667507,0.866666667,0.18151086,0.701754386,0.744742253,0.956521739,0.000254986,-0.004415021,0.771816119
Copia.18_TC.I,3.666666667,0.473430726,3.566666667,0.140710564,3.421052632,0.973612067,3.826086957,2.40E-05,-0.000722989,0.963965603
Copia.19_AIp.I,0.333333333,0.140534894,1,0.875950385,0.877192982,0.732657135,1.695652174,2.04E-06,0.017055233,0.224710954
Copia.19_AIp.LTR,1.5,0.500338663,2.266666667,0.048386498,1.807017544,0.834433964,2.869565217,8.53E-11,0.012373618,0.390153187
Copia.19_ALY.I,3.166666667,0.993030719,3.566666667,0.165699476,2.964912281,0.723384061,4.391304348,2.70E-07,0.004413108,0.773249407
Copia.19_ALY.LTR,0.666666667,0.978594794,0.833333333,0.0662895,0.578947368,0.648050736,NA,NA,0.032378845,0.027498478
Copia.19_ATr.I,0.833333333,0.627812733,0.8,0.209576013,0.807017544,0.528206302,0.869565217,0.019847068,-0.01227821,0.39242081
Copia.19_ATr.LTR,0.5,0.934574668,0.533333333,0.511231659,0.368421053,0.657437619,0.739130435,0.006232837,0.018299013,0.203633003
Copia.19_BD.I,0.833333333,0.465669652,0.8,0.099112037,0.719298246,0.77316474,1.391304348,1.11E-07,0.010451436,0.464166835
Copia.19_BRa.I,1,0.80528592,1.333333333,0.159277994,1.087719298,0.946663447,1.826086957,2.94E-09,-0.007244595,0.622620187
Copia.19_Cia.I,2,0.903081138,2.3,0.333525852,1.894736842,0.753859751,3.434782609,1.40E-11,0.024372931,0.079680724
Copia.19_ECa.I,1.333333333,0.8473169,1.8,0.101133849,1.438596491,0.929927737,2.739130435,1.72E-13,0.004330599,0.766732888
Copia.19_EPa.I,0.333333333,0.243614837,0.9,0.061340976,0.684210526,0.66067853,NA,NA,0.00329203,0.82842885
Copia.19_GM.I,1,0.505973125,1.366666667,0.801579282,1.087719298,0.239149464,2.086956522,0.002104741,0.014852731,0.310894321
Copia.19_GR.I,0.833333333,0.564631877,0.766666667,0.077149862,0.438596491,0.742538553,1.565217391,5.70E-10,0.013346893,0.352496819
Copia.19_GR.LTR,0.833333333,0.834336418,0.933333333,0.024889845,0.736842105,0.894031757,0.956521739,0.000254986,0.018926397,0.172872774
Copia.19_LU.I,0.666666667,0.734535988,0.766666667,0.758367888,0.789473684,0.982785815,NA,NA,0.000749438,0.959415537
Copia.19_Mad.I,0.5,0.20240625,1.1,0.62546939,1.175438596,0.642834914,1.652173913,1.85E-06,0.03334476,0.022875759
Copia.19_MN.I,0.5,0.717973788,0.666666667,0.841298469,0.596491228,0.842898065,0.956521739,1.44E-07,0.017076597,0.238505221
Copia.19_NN.I,2.833333333,0.726929324,2.966666667,0.477688373,2.912280702,0.859067094,NA,NA,0.017089382,0.267909377
Copia.19_OS.I,1.333333333,0.842114616,1.566666667,0.379945632,1.50877193,0.875287751,1.782608696,0.001202514,0.016682596,0.25118265
Copia.19_PAb.I,NA,NA,0.233333333,0.758367888,0.140350877,0.682050621,0.565217391,0.001914302,0.025992435,0.068030892
Copia.19_RC.I,1.333333333,0.81075397,1.766666667,0.201002651,1.578947368,0.970231919,2.434782609,4.84E-06,0.028136453,0.048413444
Copia.19_ST.I,NA,NA,0.066666667,0.533709663,0.087719298,0.942511753,0.347826087,0.019768652,0.011071465,0.436724261
Copia.19_TC.I,5,0.8473169,5.333333333,0.121340126,4.473684211,0.623732388,6.739130435,2.14E-17,0.043466164,0.014308386
Copia.1a_VMo.I,0.666666667,0.262979677,1.633333333,0.180643737,1.368421053,0.948471552,2.913043478,2.68E-08,0.036386532,0.015281133
Copia.2_AIp.I,2.333333333,0.997650237,2.466666667,0.625684356,2.087719298,0.587377881,3.826086957,1.11E-18,0.000788292,0.959884215
Copia.2_ATr.I,0.666666667,0.807196617,0.766666667,0.969188306,0.754385965,0.979588306,0.913043478,0.020198494,0.001776756,0.908330635
Copia.2_ATr.LTR,NA,NA,0.6,0.564656632,0.50877193,0.918880517,0.956521739,2.26E-10,0.034572092,0.020571713
Copia.2_BD.I,0.833333333,0.155341168,1.433333333,0.229772314,1.333333333,0.926908697,1.913043478,9.06E-11,0.015917819,0.254597081
Copia.2_BDi.I,NA,NA,0.833333333,0.060727766,0.701754386,0.915611373,0.956521739,8.67E-07,0.043246402,0.014308386
Copia.2_BRa.I,0.333333333,0.835740145,0.4,0.882174623,0.280701754,0.494444021,0.913043478,1.05E-08,0.031990057,0.028643557
Copia.2_Cia.I,14.33333333,0.485782109,17.66666667,0.190754984,16.19298246,0.926210334,24.65217391,7.71E-13,0.037329645,0.014506542
Copia.2_Cia.LTR,11.5,0.163437681,18.06666667,0.059754258,14.63157895,0.741725909,29.82608696,1.23E-14,0.040449599,0.014308386
Copia.2_CP.I,2,0.6546078,1.766666667,0.780460059,1.614035088,0.823528076,2.695652174,8.02E-09,0.007744397,0.597649902
Copia.2_ECa.I,0.5,0.61515853,0.333333333,0.775502748,0.315789474,0.968671269,0.434782609,0.215622269,0.000772696,0.961253926
Copia.2_ECa.LTR,0.166666667,0.137514368,0.9,0.019872878,0.684210526,0.990413095,0.782608696,0.290576652,0.00127892,0.935990017
Copia.2_GM.I,1,0.67832371,1.4,0.149506772,1.298245614,0.74851215,1.956521739,3.66E-19,0.012503947,0.385792412
Copia.2_GM.LTR,0.5,0.632752832,0.733333333,0.64721874,0.614035088,0.724152928,0.913043478,0.001070207,0.020932775,0.140878497
Copia.2_JC.I,3.333333333,0.409472332,3.266666667,0.029575226,2.473684211,0.744673574,5.130434783,5.74E-12,0.028444206,0.045369755
Copia.2_LSa.I,0.333333333,0.136370963,1.2,0.184666917,1,0.99752616,1.956521739,4.12E-23,0.031791599,0.026019207
Copia.2_Mad.I,NA,NA,0.3,0.434143821,0.192982456,0.88597893,0.565217391,0.002964834,-0.001499167,0.92482252
Copia.2_Mad.LTR,0.333333333,0.49954435,0.633333333,0.597084592,0.578947368,0.996341805,0.956521739,2.26E-09,0.01841736,0.194361083
Copia.2_MN.I,0.333333333,0.998176994,0.333333333,0.994631698,0.298245614,0.882122393,0.826086957,2.36E-06,0.024974814,0.078600519
Copia.2_NN.I,1.333333333,0.386338675,1.366666667,0.035796849,0.964912281,0.882122393,1.47826087,0.001066871,0.013904324,0.331837347
Copia.2_PAb.I,0.833333333,0.97772565,0.866666667,0.761022015,0.789473684,0.772380006,0.913043478,0.255706137,-0.005585428,0.717576516
Copia.2_PPa.I,2.833333333,0.97772565,3.2,0.049005103,2.631578947,0.718040872,3.652173913,6.95E-09,0.015289924,0.281301863
Copia.2_PTri.I,0.666666667,0.780948418,0.866666667,0.461795736,0.736842105,0.93067306,1.826086957,5.71E-13,0.020013,0.161836701
Copia.2_PTri.LTR,NA,NA,0.3,0.991877788,0.315789474,0.963066499,0.869565217,3.01E-08,0.011762577,0.414068319
Copia.2_Sit.I,0.666666667,0.928392446,0.666666667,0.713583177,0.736842105,0.891554276,0.826086957,0.144286099,0.006871669,0.63256816
Copia.2_SMo.I,3.166666667,0.488020574,4.066666667,0.125350704,3.631578947,0.990413095,4.869565217,2.48E-06,0.003221339,0.830753829
Copia.2_TA.I,1.333333333,0.108947326,2.833333333,0.079841578,2.385964912,0.950084556,3.52173913,8.55E-11,0.020080053,0.160209112
Copia.2_TC.I,0.166666667,0.564084715,0.366666667,0.763344278,0.333333333,0.998306821,0.782608696,2.81E-05,-0.017332554,0.225076307
Copia.20_ALY.I,0.333333333,0.506842226,0.433333333,0.191456397,0.49122807,0.7108875,0.608695652,0.732474066,-4.54E-05,0.997965202
Copia.20_ATr.I,1.5,0.189004161,2.433333333,0.128925909,2,0.944586012,3.565217391,1.65E-12,0.030460568,0.032477748
Copia.20_ATr.LTR,0.333333333,0.298208004,0.833333333,0.376654279,0.596491228,0.674387293,1.130434783,0.012254765,0.015455918,0.292960346
Copia.20_BRa.I,NA,NA,0.833333333,0.596227543,0.789473684,0.998425776,0.913043478,0.051673758,0.001376103,0.929956063
Copia.20_ECa.LTR,1.666666667,0.512947647,2.333333333,0.028188052,1.736842105,0.688063692,2.913043478,1.44E-17,0.009797037,0.497298026
Copia.20_EPa.I,0.666666667,0.74567307,0.533333333,0.938345386,0.578947368,0.887555966,0.956521739,2.87E-10,-0.005700615,0.703143121
Copia.20_FV.LTR,0.833333333,0.580013811,0.8,0.144035277,0.684210526,0.970231919,0.826086957,0.067005688,-0.002115556,0.888893284
Copia.20_GM.I,0.333333333,0.946001534,0.266666667,0.712266613,0.403508772,0.642944377,0.391304348,0.396150707,0.023868878,0.098111539
Copia.20_Mad.I,0.666666667,0.122946824,1.733333333,0.333566073,1.526315789,0.991976297,2.347826087,8.77E-06,0.022439961,0.113477864
Copia.20_PAb.I,2.833333333,0.396180639,3.733333333,0.598267964,3.543859649,0.878609606,5.043478261,3.50E-09,0.015018594,0.294165385
Copia.20_PPe.I,0.166666667,0.212171213,0.6,0.618657275,0.438596491,0.616346226,0.956521739,3.65E-10,-0.001663188,0.915104012
Copia.20_PX.I,0.166666667,0.963199397,0.266666667,0.381207497,0.228070175,0.824525154,0.52173913,0.00344349,0.003043224,0.843086946
Copia.20_SB.I,0.833333333,0.921679235,0.8,1,0.859649123,0.706160538,0.956521739,0.001723966,0.024170282,0.084795836
Copia.20_ST.I,0.666666667,0.753592363,1.066666667,0.130524402,0.631578947,0.494444021,1.782608696,6.67E-11,0.022622359,0.112300471
Copia.20_ST.LTR,0.5,0.540292658,0.3,0.723123191,0.280701754,0.956019361,0.695652174,0.000162949,0.004392278,0.769183409
Copia.20_TC.I,0.833333333,0.755109882,1.366666667,0.03787656,0.929824561,0.842584623,1.52173913,0.000995591,0.01226846,0.392915663
Copia.20_TC.LTR,0.833333333,0.82597392,1.133333333,0.06667176,1.052631579,0.583864388,1.434782609,0.000655671,0.012604966,0.386705396
Copia.21_ALY.I,0.333333333,0.220339616,0.933333333,0.430854913,0.736842105,0.856886645,1.739130435,2.53E-10,0.010742537,0.452342814
Copia.21_ATr.I,1,0.105642412,3.133333333,0.033240798,2.385964912,0.999259208,4.434782609,2.66E-13,0.046657297,0.014308386
Copia.21_Cia.I,13.16666667,0.968791177,13.13333333,0.97714846,13.01754386,0.70437691,14.26086957,5.81E-09,0.021303177,0.138347943
Copia.21_Cia.LTR,1,0.362864638,1.666666667,0.22363817,1.228070175,0.677249051,2.652173913,1.41E-09,0.017406786,0.222853899
Copia.21_ECa.I,NA,NA,0.966666667,0.661742011,0.824561404,0.879043116,1.695652174,2.89E-07,0.031347739,0.028144342
Copia.21_FV.I,2.5,0.460875465,3.933333333,0.040310657,2.98245614,0.742538553,5.391304348,2.44E-13,0.030503922,0.028786408
Copia.21_GM.I,1.333333333,0.717028299,2.133333333,0.016136337,1.403508772,0.587377881,2.782608696,1.32E-13,0.03052481,0.034612987
Copia.21_Mad.LTR,NA,NA,1.133333333,0.048386498,0.719298246,0.982641665,1.913043478,3.39E-06,0.013818678,0.331837347
Copia.21_MN.I,1.333333333,0.879039722,1.666666667,0.30232147,1.333333333,0.780058971,2.826086957,2.52E-16,0.012050504,0.394429715
Copia.21_NN.I,1.166666667,0.280318164,1.7,0.32300704,1.49122807,0.98800744,2.434782609,3.11E-07,0.035338612,0.017295117
Copia.21_OS.I,0.166666667,0.328731254,0.566666667,0.25638978,0.368421053,0.718040872,0.913043478,3.27E-08,0.005906823,0.695786043
Copia.21_PAb.I,2,0.685337921,2.933333333,0.060650415,2.087719298,0.657437619,5.086956522,1.16E-12,0.042310815,0.014308386
Copia.21_Pru.I,0.166666667,0.189004161,0.633333333,0.58369712,0.561403509,0.968135736,0.913043478,7.88E-06,0.007152561,0.639708911
Copia.21_PX.I,1.5,0.977066572,1.733333333,0.066907635,1.438596491,0.956019361,2.304347826,1.73E-07,0.026783938,0.061876138
Copia.21_RC.I,0.5,0.55611056,0.3,0.787912784,0.192982456,0.649100635,0.956521739,2.62E-15,0.033148293,0.023716298
Copia.21_SB.I,0.333333333,0.551369926,0.533333333,0.879313602,0.701754386,0.468453195,0.782608696,0.013577868,-0.004833295,0.749812372
Copia.21_Sit.I,0.5,0.353440787,1.233333333,0.214029715,1.105263158,0.870134908,1.739130435,1.82E-06,0.031053116,0.031192195
Copia.21_ST.I,0.833333333,0.130336612,2.133333333,0.296836497,2.052631579,0.7108875,3.260869565,2.56E-07,0.018721273,0.187117304
Copia.21_TC.I,2.666666667,0.386225376,2.433333333,0.305462633,2.315789474,0.764455369,3.52173913,4.86E-10,0.010573158,0.470935572
Copia.21B_OS.LTR,0.166666667,0.210508212,0.766666667,0.037174739,0.473684211,0.734098679,NA,NA,0.015366532,0.285365758
Copia.22_ALY.I,0.666666667,0.830025073,1.033333333,0.088763119,0.842105263,0.775546354,1.695652174,2.07E-08,0.028532749,0.046187272
Copia.22_ATr.I,2.833333333,0.920529862,3.333333333,0.112555307,3.035087719,0.870134908,4.043478261,5.43E-06,0.023802929,0.087714802
Copia.22_BD.I,0.333333333,0.974697852,0.5,0.160398931,0.298245614,0.821093344,0.869565217,1.35E-07,0.008694527,0.553457508
Copia.22_BRa.I,0.333333333,0.19675584,0.933333333,0.088808253,0.824561404,0.961715043,NA,NA,0.002682209,0.867356257
Copia.22_ECa.I,3.166666667,0.717442696,4.4,0.034657311,3.666666667,0.970231919,5.826086957,6.19E-11,0.029770387,0.033840374
Copia.22_FV.I,1.833333333,0.7289579,2.5,0.091196091,1.701754386,0.494444021,3.608695652,1.01E-10,0.010059869,0.472934041
Copia.22_GM.I,1.333333333,0.185841249,1.033333333,0.191456397,0.964912281,0.603206906,1.391304348,0.000247642,0.005277736,0.717933844
Copia.22_GM.LTR,5.166666667,0.883639613,6.333333333,0.041713487,5.368421053,0.971690409,7.913043478,1.30E-08,0.030807172,0.029874961
Copia.22_JC.I,0.333333333,0.569516132,0.733333333,0.056852465,0.543859649,0.996341805,0.608695652,0.522961314,0.006077176,0.685569564
Copia.22_JC.LTR,20,0.208200742,25.56666667,0.122487977,22.42105263,0.891278417,38.26086957,1.69E-15,0.037432649,0.014506542
Copia.22_LU.I,1.666666667,0.366699657,2.566666667,0.528003989,2.157894737,0.468453195,3.608695652,1.18E-11,0.029097597,0.043112256
Copia.22_MN.I,1.166666667,0.953163093,1.433333333,0.072466857,1.192982456,0.991463865,1.826086957,2.54E-08,0.00217979,0.88674942
Copia.22_NN.I,NA,NA,0.3,0.991877788,0.175438596,0.468453195,0.47826087,0.102256422,0.014328781,0.3234391
Copia.22_OS.I,0.5,0.841276757,0.733333333,0.1266694,0.526315789,0.802457711,0.652173913,0.5119486,0.011636651,0.426411811
Copia.22_PAb.I,22.83333333,0.323837265,28.66666667,0.08549824,23.71929825,0.637995094,38.95652174,2.19E-11,0.02238716,0.113414342
Copia.22_PAb.LTR,0.666666667,0.667795202,0.666666667,0.117123854,0.403508772,0.642834914,0.956521739,3.53E-11,0.028648409,0.043025019
Copia.22_PX.I,0.5,0.764051006,0.633333333,0.923620393,0.578947368,0.862540806,0.869565217,0.002105843,0.015415247,0.273516032
Copia.22_RC.I,1.5,0.615867843,1.5,0.171022889,1.421052632,0.600422626,1.608695652,0.017252832,0.013589374,0.352016718
Copia.22_Sit.I,0.666666667,0.978594794,0.733333333,0.572126819,0.578947368,0.648050736,NA,NA,0.005951993,0.684093007
Copia.22_ST.I,0.666666667,0.681765458,1.033333333,0.500418083,0.719298246,0.571179268,1.739130435,1.13E-07,0.019993543,0.161733547
Copia.22_TC.LTR,0.833333333,0.462283061,1.266666667,0.781674068,1.122807018,0.802457711,1.782608696,2.16E-05,0.029211903,0.042921098
Copia.23_AIp.I,5.333333333,0.546921389,5.7,0.798533879,5.842105263,0.891554276,6.869565217,2.56E-16,0.010574097,0.463268
Copia.23_ALY.I,1.666666667,0.743050458,2.133333333,0.499203643,1.947368421,0.989305344,3.391304348,5.32E-08,0.033715888,0.01988623
Copia.23_ALY.LTR,NA,NA,0.866666667,0.294720465,0.947368421,0.974644162,NA,NA,0.05362596,0.012949542
Copia.23_ATr.I,0.833333333,0.813275918,1.166666667,0.156013428,0.912280702,0.891554276,1.565217391,5.46E-05,0.031431847,0.027979854
Copia.23_BD.I,8.833333333,0.538141341,11.8,0.049353572,10.68421053,0.723384061,20,4.99E-13,0.023217061,0.101865884
Copia.23_ECa.I,1.333333333,0.312163476,2.8,0.035796849,2.105263158,0.906230905,3.52173913,4.67E-07,-0.000782263,0.957444482
Copia.23_FV.I,0.666666667,0.921679235,0.633333333,0.938478812,0.684210526,0.788385068,0.956521739,4.04E-08,0.002517376,0.869996432
Copia.23_GM.I,2.666666667,0.58431582,3.633333333,0.084656605,3.350877193,0.802457711,4.434782609,2.10E-09,0.012282505,0.39498154
Copia.23_GM.LTR,0.166666667,0.346382492,0.533333333,0.361692573,0.350877193,0.690695671,0.869565217,2.55E-06,-0.008164748,0.571161692
Copia.23_GR.I,2,0.517662184,2.533333333,0.200385916,2.087719298,0.587377881,3.217391304,3.48E-11,0.027633583,0.045287849
Copia.23_GR.LTR,0.666666667,0.688253021,1.1,0.134513836,0.947368421,0.893690941,1.652173913,1.09E-07,0.013769817,0.330583161
Copia.23_JC.I,1.666666667,0.420238465,2.533333333,0.075932951,2.315789474,0.755433715,4,3.08E-08,0.03253432,0.023012231
Copia.23_LU.I,0.5,0.8473169,0.533333333,0.285482478,0.456140351,0.884785858,0.869565217,1.43E-06,0.009476144,0.515865271
Copia.23_Mad.I,9.833333333,0.122946824,15.8,0.093729928,11.68421053,0.587377881,40.65217391,9.05E-14,0.035796166,0.014506542
Copia.23_MN.I,7.333333333,0.146199994,12.06666667,0.035139613,9.719298246,0.587377881,15.26086957,2.14E-14,0.026986795,0.049995691
Copia.23_NN.I,2.666666667,0.539747378,3.366666667,0.28482113,2.842105263,0.812897262,5.086956522,3.56E-10,0.013496197,0.349384467
Copia.23_OS.I,0.833333333,0.826755495,1.066666667,0.264866742,0.98245614,0.783960887,1.652173913,1.01E-07,0.006459345,0.661911301
Copia.23_Pru.I,1,0.978594794,1.133333333,0.320816501,0.859649123,0.683135912,1.695652174,1.14E-07,0.005427478,0.713497335
Copia.23_Pru.LTR,0.5,0.657437881,0.766666667,0.325236749,0.719298246,0.856590073,0.739130435,0.50280224,-0.008038831,0.58320807
Copia.23_PX.I,NA,NA,0.266666667,0.472679585,0.122807018,0.600065579,0.739130435,5.16E-06,-0.008842955,0.558209909
Copia.23_ST.I,0.666666667,0.713704984,1.1,0.185565463,0.807017544,0.821093344,1.782608696,1.34E-10,0.018707646,0.183644628
Copia.23_TC.I,1.5,0.406432848,2.133333333,0.559145208,2.140350877,0.765914805,3.086956522,8.50E-06,0.021211099,0.131656838
Copia.24_ALY.I,0.666666667,0.654625039,0.633333333,0.197923924,0.543859649,0.86161522,0.869565217,2.51E-05,0.000655698,0.967185144
Copia.24_ECa.I,NA,NA,1.4,0.042893886,1.070175439,0.982785815,1.826086957,9.94E-10,0.033290916,0.023345282
Copia.24_FV.I,1,0.245851507,1.9,0.453184377,1.719298246,0.953128933,2.434782609,4.35E-05,0.032279825,0.028524463
Copia.24_FV.LTR,1.333333333,0.646111104,1.4,0.125426321,1.122807018,0.894034955,2.391304348,1.01E-05,0.0293294,0.041007486
Copia.24_GM.I,6.166666667,0.238086428,8.133333333,0.141884161,7.578947368,0.914858699,11.17391304,3.96E-16,0.03126038,0.027679817
Copia.24_GR.I,8.166666667,0.636266873,8.766666667,0.003089142,7.526315789,0.95052186,10.2173913,3.76E-09,0.03439087,0.018961294
Copia.24_LU.I,0.5,0.291820105,1,0.535788741,1.105263158,0.540354442,1.739130435,1.03E-07,0.014031266,0.330741118
Copia.24_Mad.I,0.166666667,0.318999457,0.633333333,0.086890693,0.456140351,0.990413095,0.826086957,9.48E-05,0.010485122,0.475187828
Copia.24_MN.I,3.333333333,0.960720985,3.7,0.120816594,3.578947368,0.585093754,4.695652174,1.02E-12,0.027587201,0.054815948
Copia.24_MN.LTR,0.166666667,0.918034036,0.1,0.631378351,0.122807018,0.968135736,0.47826087,0.002815627,0.025288696,0.06707155
Copia.24_NN.I,0.833333333,0.183447982,1.333333333,0.523649825,1.192982456,0.882122393,1.782608696,2.49E-06,0.021041504,0.131703342
Copia.24_NN.LTR,0.166666667,0.709650265,0.466666667,0.08483135,0.228070175,0.802457711,0.869565217,1.52E-08,0.008711844,0.556893756
Copia.24_PAb.I,0.333333333,0.750582703,0.4,0.605094321,0.385964912,0.748432529,0.565217391,0.302344296,-0.002577637,0.865083336
Copia.24_PAb.LTR,0.333333333,0.649587106,0.6,0.360475925,0.526315789,0.942511753,0.826086957,0.000492947,0.01841157,0.206370172
Copia.24_Pru.I,NA,NA,0.366666667,0.897993813,0.245614035,0.583864388,0.739130435,0.000332476,0.009552576,0.511309873
Copia.24_PX.I,0.5,0.256688384,1.333333333,0.289258111,1.070175439,0.72200496,1.869565217,3.38E-10,0.010989373,0.444291793
Copia.24_RC.I,0.333333333,0.820688241,0.1,0.045155626,0.280701754,0.870134908,0.695652174,9.50E-05,0.011645496,0.427498379
Copia.24_SB.I,0.833333333,0.714928587,0.933333333,0.00834881,0.789473684,0.718040872,0.913043478,0.004491217,0.01404961,0.326589349
Copia.24_ST.LTR,0.5,0.8473169,0.5,0.453003686,0.368421053,0.833188511,0.956521739,4.40E-13,0.019843512,0.163968673
Copia.24B_ATr.I,0.166666667,0.622301277,0.433333333,0.251906883,0.280701754,0.896716809,0.347826087,0.718260602,-0.007489057,0.611998124
Copia.25_AIp.I,0.833333333,0.859895907,0.766666667,0.911936684,0.789473684,0.965402671,NA,NA,0.031987607,0.024805633
Copia.25_ALY.I,0.5,0.828079876,0.633333333,0.697573404,0.526315789,0.777676859,NA,NA,-0.000964659,0.951639712
Copia.25_BD.I,0.333333333,0.705543575,0.666666667,0.070003415,0.526315789,0.84240646,0.869565217,1.11E-05,-0.002724505,0.861489449
Copia.25_BRa.LTR,NA,NA,0.4,0.153221753,0.192982456,0.752003808,0.826086957,1.99E-07,0.000100673,0.995499107
Copia.25_GR.I,3.666666667,0.787746341,4.6,0.046119805,3.649122807,0.89307315,6.434782609,6.04E-10,0.035216583,0.018079239
Copia.25_JC.LTR,0.333333333,0.8473169,0.433333333,0.836573703,0.333333333,0.7108875,0.782608696,0.000259828,-0.007821142,0.590614177
Copia.25_MN.I,0.5,0.649912354,0.8,0.431977184,0.649122807,0.945261475,1.695652174,5.70E-09,0.010856563,0.452342814
Copia.25_OS.I,NA,NA,0.433333333,0.417432682,0.350877193,0.990413095,0.652173913,0.005363609,0.027885017,0.054408849
Copia.25_OS.LTR,0.166666667,0.353824544,0.566666667,0.204224566,0.438596491,0.982785815,0.869565217,2.21E-06,0.024375253,0.087482863
Copia.25_PAb.I,0.833333333,0.860531604,1,0.710107463,0.701754386,0.450703087,1.739130435,1.88E-07,-0.00661338,0.661688254
Copia.25_Pru.I,NA,NA,0.233333333,0.373113271,0.122807018,0.86161522,0.434782609,0.011520129,0.027101392,0.064030229
Copia.25_RC.I,0.166666667,0.122946824,0.933333333,0.501748948,0.807017544,0.970898408,1.652173913,3.19E-07,0.025823683,0.060631167
